BallSpeedMPS,VerticalLaunchAngleDeg,HorizontalLaunchAngleDeg,SpinRateRPM,SpinAxisDeg,TotalDistanceM
65.2,11.8,-1,2300,-3.9,245.3
64.1,16.7,0.3,4240,8.5,206.3
48.9,23.3,5.4,3191,12.6,160.9
60,18.8,2,3603,-1.2,203.5
66.4,14,-2.2,3420,7.8,232.7
59.3,18.2,-0.9,7809,12.4,166.3
62.9,14.1,1.4,2920,-13.2,228.8
66.9,9,-2.3,1973,-9.3,243.5
58.8,13.7,-2.7,4299,-1.3,193.4
17.8,19.5,-0.1,1358,-2.7,39.4
58.1,19.2,0.2,4000,8,191.9
39.6,15.8,0.6,3420,17.7,115.1
50.9,21.8,0.8,6173,2.3,146.7
61.9,15.4,-3.4,3653,13,211.5
64.5,14,-0.2,3020,-16.2,233
59.2,11.9,1.3,3060,21.6,205.5
63.7,7.4,-2.5,2682,-19.1,221.6
62.6,17.4,3.8,3930,-7.6,210.2
55.4,17.5,2.2,3960,15.4,184
61.1,13.3,-4.1,5260,-5.8,190.9
62.2,15.1,-3.9,3583,5.4,212.5
39.9,27.1,-3.2,6290,-7.7,111.2
72.2,15.4,-2.3,3270,-14,253.1
58,10.7,0.4,3110,0.5,205
61.8,0.2,-5.2,1390,-58.4,66.8
56.3,12.6,-3.5,3819,11.7,187.5
48.7,20.9,-4.8,6065,-8.7,143.6
63.2,18.9,1.6,5555,-3.3,186.3
66.7,11.9,3.8,3652,7.8,225.8
57.9,0.2,-4,1540,-52,62.7
41.3,34.4,12.1,8050,13.2,103.3
64.2,9.7,6.5,2590,-0.9,228.9
75.7,8.9,0.8,2480,-3.3,282
37.2,25.8,2.9,5830,-1.2,104.5
55.5,1.9,8.7,3842,22.4,148.3
53.5,22.2,6.6,6760,19.9,153.1
64.9,10.4,1.5,2490,-16,237
71.1,11.3,-2.5,3390,5,248.2
61,13.9,-7.2,3770,-4.6,206.2
72.5,16.1,1.8,2300,-16,273.8
58.6,13.8,5.2,3473,-4.3,203.5
61,12.3,-1.9,3410,-0.7,213.4
36.8,24.9,-1,4964,2.1,106.7
64.9,15.4,-3,3320,-4.5,229.5
44,5.7,0.4,1210,-37,109
66,15.6,3.5,2308,11.5,241.7
44,9.7,-9.7,6392,14.5,122.6
62.8,7.6,-0.8,2080,-17.2,218.1
12.4,27.8,-2,3200,2,19.8
56.5,9.8,4.9,2556,6,198.7
52.7,6.6,-6.4,2560,-23.4,164
65.3,14.4,-1.3,3934,-7.1,216.2
66.3,11.1,5.6,1810,-28.1,241.7
70,11,3.4,2292,-3.5,263.1
63.2,15.8,-0.8,2900,-0.3,227.6
73.9,16.1,-0.7,2390,-6.4,271
64.2,6.5,-1.9,710,5.7,205.8
64.9,11.7,-3.2,2470,-32.6,230.2
41.2,13,-5.6,2702,-9.4,131.1
54.7,18.6,-0.2,5745,15.1,165
50.6,4.3,-3.7,2450,-21.6,139.7
61,13.3,3.9,4820,0.5,193.5
65.3,4.8,-1.4,3010,19.3,217.2
67.9,11.9,-0.2,2150,-15.3,255.8
63,15.7,3.3,2566,-7.6,235.2
65.1,6.9,-2.6,700,-48.4,187
73,10.8,4.3,2250,4.8,267.7
12.5,26.2,-4.8,2620,-3.1,20.8
41.4,20.4,1.9,4180,7.6,129
36.5,21.5,-1.9,5272,7.3,104.8
76.6,16.5,-0.6,3430,3.6,257.6
68.2,11.8,2.7,2560,-38.9,236.8
68.8,15.4,0,3040,2.1,245.4
66.1,8.9,0.2,2020,-15.4,237
64.4,14.3,-1.1,3010,-19.4,232.4
55.5,1.2,-1.2,1490,-22.1,98
64.8,14.4,0.7,3396,-9.4,229.5
66.5,7.2,-0.2,1820,-40.3,214.7
67,13.9,3.1,2103,-0.5,257.4
70.5,8.4,3.6,2510,-12.2,251.7
45.9,17.7,4.6,2680,-9.2,158.3
58.8,20.1,0.2,3853,-12.1,190.6
64.9,0.3,-0.4,1440,-39.6,77.7
65.7,15.9,3.4,3350,-12.2,231.9
65.1,17.9,-1.7,4546,-1.7,206.4
51.4,16.1,10.7,4273,18.9,170.4
47.4,6.6,-2.4,2317,0.9,142.6
54.7,22.6,-1.3,6140,-3,158.8
63.2,12.8,0.9,2690,-18.9,230.3
67.4,6.5,4,1620,-10.2,234.6
58.6,16.1,-2,3351,-1,199.3
61,2.8,-1,1610,-47,136.3
67.3,13.5,2.8,2363,3,246.3
62.2,12.6,-2.1,3280,-18.7,219.1
52.2,24.9,4.5,6140,-0.3,148.7
12.5,30,-2.1,3700,0.1,19.3
73.7,10.9,0.9,2360,-1.2,280
56.5,13.1,-5.8,5172,9.9,179.2
39.5,16.2,-2.2,3663,-11.9,121.1
64.3,16.2,4.3,2660,2.2,231.6
58.2,9.4,-8.1,4933,12.2,190.5
38.3,23.4,-2.2,5190,9.9,111.4
63.3,13.6,2.8,3060,-5.9,229.4
61.9,15.1,3.9,5073,11.5,194.8
65.5,8.9,0.3,4196,27.9,216.7
60.8,16.7,-4.4,4680,-5.4,193.1
45.9,23,-8.7,5972,-15.2,133.8
63.7,13.1,-3.7,2216,-7.2,240.5
71,17.8,-0.1,3510,-6.1,240.7
15.5,28.5,-0.4,3810,-2.9,29
48.8,12.3,5.8,3360,20.8,160.3
58.2,3.1,-1.8,3609,-34.6,161.5
65.4,12,-1.7,2550,-22.9,238.7
65.9,12.4,2.5,2440,0.1,248.3
48.5,19.8,4.9,3200,-11.7,165.4
74.2,10.5,-1.5,2370,2,281.6
59,13.4,-6.1,2740,-3.4,214.9
75,14.4,-0.4,2917,-13.5,268.3
46.7,15.6,7.5,4479,20,135.2
54.4,16.3,-1.1,5850,2.2,164.6
56.1,16.4,-4.3,3780,7.3,190.9
60.4,19.7,1.3,3651,-9.6,199.3
54.4,11.1,-1.4,4000,1.5,181.4
66.3,13.9,0.8,2880,-10.6,243.4
67,15.5,-1,2820,-0.2,246.3
38.5,29.1,3.3,4032,-4.4,109.8
59.6,9.5,-3.1,3885,-22.9,196.1
66.9,6.2,1,1660,-29.9,214.9
41,17,0.2,3730,11.8,128.9
75.2,12.1,0.2,2770,-12.3,273.6
72.2,11.3,0.7,2620,-7.9,261
58.6,15.5,1,4120,17.5,194
66.2,11.4,2.6,2170,-13.2,247.9
67.5,16.4,6.9,4832,13.4,208.4
52.9,15,-2.6,5230,-4.8,164.3
68.4,12.9,8,2800,1.1,245.5
71.6,13.3,-1.3,2670,-1.1,263.8
28,13.4,-8.1,8228,-50.3,55.7
65.2,9,0.3,1690,-35.1,222.8
57.2,13.5,0,3903,14,199
61,13.7,-2.4,5410,-2.1,189.1
55.9,1.2,-6.8,1270,-19.1,99
39.4,20,0.3,2903,-17.9,127.1
68.5,14.5,2.3,4738,4.4,214.6
62.2,7.5,1.7,2580,-16.7,212.1
64.4,11.8,3,3595,-5.9,218.2
46.2,18.8,-5.3,6655,-21.5,133.9
53.2,13.3,10.7,4516,4.5,172.6
62.5,12.4,-1.1,1889,13.7,230.5
46,13.4,-2.5,4008,5.5,143.1
54.4,17.6,1.5,6790,5.2,158.2
61.7,16.7,4,3500,-11.1,214.8
71.3,10.8,0.2,3140,10.9,256.3
61.6,13.8,-1.4,2790,13.1,221
55.5,9.3,4.7,3070,-5.7,191.6
68.7,13.5,-0.2,3207,0.2,240.3
40.1,15.9,9.4,4790,11.7,119.7
57.1,11.1,2.2,4150,-9.3,187
70.5,11.7,-2.1,2759,-9.8,252.6
56.9,11.8,4.4,3890,8,192.5
64,15,3.8,3110,4.2,224
52.4,9.3,-1.7,2260,-72.6,135.3
41.8,8.2,-12.2,2180,-8,110.5
67.4,10.3,-7.3,3093,-33.3,228.8
64.6,10.7,-1.1,2260,-27.4,231.2
62.2,8.8,-0.3,3300,-6.5,212.1
50.5,16.6,-9.1,1539,-21.2,171.8
63,10.9,-2.1,2310,-6.9,232.5
73,15.5,-2.7,1763,-6.3,282.6
61.3,9.4,-7.1,2903,-3.4,218.6
67,7.9,-6.4,2270,-3.1,241.6
57.4,20.5,-1.1,4010,6.3,186.7
65.6,15.7,3.6,3380,-10.5,231.3
45.6,6,-1.9,2260,-10,129.3
46.2,11.6,4.1,1390,-19.7,150.4
66.2,6.6,-4.1,2150,-48.4,196.9
59.3,13.3,-6.3,3569,-3.8,204.8
53.4,18.1,-1.1,2230,-13.3,196.9
59.8,2.9,-4.4,1970,-57,127.4
51.7,11.7,-3.5,3766,5.7,170.6
61.2,16.2,3.1,4620,20.8,196.8
60.4,6.8,-8.8,1740,-10.6,200.2
40.2,16.9,-1.6,3440,4.4,127.7
47.3,20.3,2.5,7010,-0.1,134.2
73.4,10,0.2,2530,-9.6,272.6
57.1,12.5,-1.9,3872,-8.6,194.6
28.1,19.3,-5.9,2530,9.3,78.6
51.8,23.2,-0.3,8270,1.7,135.9
56.6,19.6,0.8,2847,-5.7,204.2
48.7,28.3,-1.4,8380,-1.3,127.2
47.6,20.7,0.3,5980,3,140.2
43.8,17.1,3.5,4144,22.4,135.5
60.7,16.1,7.4,1662,5.9,232.6
54.4,9.8,-0.5,3660,-22.3,179
10.5,37.2,-2.7,2710,-6.1,15
32.5,26.4,2.6,3491,4.1,95.3
68.2,11.5,5.4,2930,-0.1,249.2
54.4,14.2,-3.8,3130,-0.6,191.8
37.5,15.1,-1.2,3550,11.3,113.2
76.7,12.8,3.8,3100,2.5,277.6
10.3,35.1,-1.7,2712,-1.7,14.5
59,5.9,-0.9,2180,-3.3,195.4
48.6,12.5,-0.9,2460,-11.3,165.2
53.8,9.2,5.1,2990,-1.9,184
65.9,17.1,15.6,4253,21.5,214.8
57.1,3.5,1.8,1270,0.3,142.7
61.9,16.4,-0.1,3420,10.4,215.2
65.1,13.4,3.8,3270,-3.6,233.6
61.5,17.2,-2.7,2670,1.8,224.3
60.8,11.2,4.2,6913,15.3,179.1
59.4,9.3,5.8,4499,20.1,190.5
52.8,9.6,-1.3,3114,13.6,175.1
73.3,10.3,1.5,2620,-2.4,274.3
48.3,5.8,4.2,1670,11.3,123.1
39.1,16.3,-5.8,3180,-5.9,123.6
64.1,6.9,-2.2,1680,-17.1,218.1
13.9,27.1,-2.6,3344,-3.3,24
44.1,6.9,0,2690,-27.8,122.3
56.1,18.8,2.4,4050,-1.3,185.6
61.1,10,-2.5,1890,-37.3,206.3
56.7,1.9,1.1,1360,-8.4,120.7
55.3,13.5,8.3,4720,20.7,176.2
54.5,15.4,-0.1,5660,2.2,166.6
62.4,12.3,3.2,4450,1.2,202.7
57.8,8.6,3.6,2710,-7.6,197.7
72,12.3,1.3,2805,9.2,258.2
74,16.3,-1.8,3490,-12.6,252.5
74.7,11.9,4.4,2902,-1,267.6
45.8,15.8,5.4,4090,20.2,143.7
62.4,11.4,5.3,2860,3.3,226.6
16.6,24.6,1.6,3392,9.5,32.9
52.7,12.2,-0.3,5931,21,158.8
52.7,8.3,2.8,3050,-3,173.6
52.9,22.5,10.2,5340,2.1,159
43.8,3,6.8,1290,11.1,79.1
61.5,15.4,0.6,3243,-2.2,218.1
59.1,12,-4.2,3160,-7.1,209.4
72,9.1,6.8,2210,9.7,258.8
54.4,0.2,-6.3,2350,-68.7,59.7
65.6,11.8,0.9,2400,-14.6,237.1
59.6,21.5,6.5,6048,8.6,170.6
53,13.4,4.7,3400,8.7,180.3
64.5,16,-2.7,3740,-1.8,220.3
56.6,9.7,2.1,3260,8.7,195.3
67,13.3,1.8,2690,-3.9,250.2
57.1,13.7,0.1,3200,-16,200.1
58.6,15.9,-1.6,4248,-0.5,191
61.2,14,3.2,2070,3.5,221.1
63.7,10,1.7,6218,19.7,191.8
58.7,4.4,-1.1,1728,-53.6,145
69,5.8,0.2,1470,-11.8,236.4
66.4,13.7,1.6,2520,-10.3,249.6
31.1,31.7,4.2,4770,3.9,83.1
55.3,6.8,-6.5,2060,-16.8,177.8
56.3,3.1,-7.8,2310,-19.2,155.2
78.9,9.2,1.3,3332,-11.4,280.5
61.1,16.4,-3.3,4859,6.9,186.4
60.1,12.8,-12.8,2722,-45.2,187.5
56.8,18.6,0.6,2710,-1.8,204.2
51.5,24.7,0.2,6770,-9.7,144.6
62.2,17.5,-0.3,3530,-7.8,209.5
73.5,11,-0.8,3000,-11.1,263
64.8,11.4,-0.8,2160,-13.3,241.3
51.9,11.2,0.4,2893,-0.6,175.2
69.9,8.8,-1.1,3300,-30.5,236.6
65.8,16.7,4.7,4160,11.1,212.3
33.9,13.7,-1.3,3050,0.6,97.9
41.6,20.6,-6.6,5093,6.4,126.5
32.3,4.5,-13.6,2160,-71.6,60.4
43.9,7.5,1.3,1820,-0.9,115.8
63.8,4.5,1.2,1370,-8.2,197.4
64.2,7.8,3.6,4291,19,203.6
53.8,21.2,6.7,4660,8.1,169
61.2,8,2.2,2030,-10.5,214.1
61,16.9,3.7,2930,-2.6,220.6
61,11.2,-4.3,2520,-30.8,212.7
66.2,12.4,0.7,3861,17.7,225.7
69.2,9.4,-2.6,5046,6,220.6
60.7,9.2,-6.8,2980,-27.3,204.4
74.3,9.2,4.8,2935,-12.9,262.1
61.3,10,0.5,2630,-7.1,221.7
57.9,11.2,-0.3,2940,12.4,204.9
60.1,13,-3.5,4970,-5.1,190.9
59.5,5.7,-2.4,2010,-7.9,194.8
26.1,30.9,2.5,7736,3.5,59.9
64.3,9,-1.2,2300,9.1,233.8
56.7,19.9,1,4100,-1.7,183.1
62.2,14.3,7.9,3210,8.9,222.4
63,11.4,5.4,4750,-36.8,192.5
55.6,13.9,-2.3,2650,-0.7,200
77.5,13.5,7.3,2800,-1.8,285.8
60.1,12.7,4.5,2400,-13,210.4
42.1,23.1,2.8,4550,-9.2,128.9
62.8,14.3,-0.8,3060,24.2,219.1
48.1,23.6,-4.4,6790,-6.4,137.2
58.8,16.7,4.1,3540,-3.3,204.1
52.6,29.5,8.8,10880,10.7,126.5
63.7,14.9,2.1,3250,-9.7,219.5
61.1,7,-0.2,3496,3,205.9
37.1,24,2.3,5220,6.2,106.9
67,10,0.8,1930,-14,248.4
64.3,14.7,1.5,2940,-8.2,235.3
48.1,14.1,2.5,6178,16.8,142.5
50.8,22,1,6061,1.6,146.8
64.3,15.9,-2.6,2182,0,242.7
69.7,6.8,1.2,1870,-11.9,249.7
63.9,13.4,3.1,1909,3.9,241.9
55.5,9,-2.1,2830,-30.8,181.6
55.2,18.1,5.2,4800,19.4,174.7
16.9,23.7,24.5,3230,41.8,33.3
53.8,7.2,-8.8,2320,-41.4,146.3
48.9,23.4,-1.1,6130,8.4,142.3
64.9,15.7,2.7,3680,-11.7,223.7
26,19.4,2.8,2920,0.5,67
66.9,9.2,0.4,2170,-17,244.3
49.6,22.2,3.1,7420,2.4,135
70.9,5.8,2.1,1460,-34.2,229.7
70.8,15.2,0,3530,-5.4,243.8
61,5.7,-2.2,2140,-35.5,186.4
67.4,11.3,-1.2,3380,2.2,238.7
19.7,32.1,-1.2,3684,-6.3,43.8
59.8,9.3,1.4,3599,5.3,205.5
66.8,15.4,4.5,3110,-1.9,241.8
53.5,20.1,6.5,4720,8.5,168.8
54.4,3.9,1.7,2110,3,156.4
72.2,12.7,-1.4,3100,-9.8,259.2
60.9,17.2,6.6,4570,2.5,196.4
50.5,19.9,-7.6,4584,-26.6,152.5
43.2,25.9,4.2,6090,-0.3,123.5
67.9,7.7,0.2,2270,1.3,246.5
70.5,9.9,4,2070,-18.1,255.4
67.3,12.4,5,3550,10.1,234.9
65.9,12.4,-1.8,2620,-23.3,240.5
48.9,19.1,-3.7,3310,-27.3,161.8
63.4,13,3.7,2660,-11.6,226.8
66.5,11.2,-2.6,2090,-17.1,248
60.3,9,-0.6,3319,2,208.1
64.7,0,-9.1,3060,-54.3,60.1
35,24.9,-2.6,4180,-4.1,102.8
57,12.7,-5.2,5289,10.7,178.8
61.2,14.3,1.1,2586,-2.8,225.9
61,8.6,-0.3,2510,-10.1,216.7
65.9,1.1,1,1480,-34.4,123.2
17.2,17.7,4.5,2760,7.5,33.7
65.3,14.7,2.9,3220,-11,233.6
47.7,13.7,6.5,6571,20.1,138.9
60.5,11,-6.5,3150,-1.4,211.8
44.6,17.8,0.8,3400,7.6,147.3
70.6,12.3,-2.4,3060,4,252.4
54.1,6.3,13.9,3505,16.9,171.2
62.8,23.4,6,5930,2.5,167
70.7,10.2,2.9,3270,1.6,251.8
65.5,11.1,0.7,2190,-16.5,242.5
56.6,13.3,-10,5433,-20.5,174.4
52,17,-8.5,5270,-5.8,161.8
58.4,13,-2.4,3080,-22,204.4
55.7,19,7.5,2502,4.9,197.1
77,12.8,2.6,3180,3.5,276.5
44.1,21.6,5.7,4430,5.3,137.4
60.5,13.7,9.1,3850,5.4,207.6
37.7,5.9,-4.9,2100,-10.8,92.7
66.6,14.3,3.8,4014,3.9,219.3
66.3,11,-0.4,2081,-12.2,248.6
54.9,27.8,-5.6,8360,-17.2,142.2
59,19.6,1.7,4084,-11.9,188.7
15.5,17.1,0.6,1613,-11.5,29.7
55.6,28.6,-10.8,8580,-10.3,138.2
30,26.8,1.2,6791,9.4,75.3
61.9,8.1,3.4,4462,-2.5,202.6
44,18.6,-4.9,3945,-6,140.1
53.3,10.4,2.4,2920,20.3,180.2
11.4,27.7,-1.3,3290,2.8,16.7
62.1,14.5,0.5,3310,-4.2,220.9
60.8,17.9,-2.8,5120,-1.5,189.2
66,7.5,-1.8,2651,-29,222.6
63.6,0.4,-3.6,1240,-23.7,71.9
36.6,8.3,11.6,1890,47.2,92.4
61.9,16.3,3.4,3294,-8.6,219.3
20,13.8,-4.1,3880,-15.4,38.9
62.1,12,-5,3656,-1.3,214.4
54.5,17.3,1.9,3720,12.1,184.2
62.2,11.6,-0.9,4230,0.4,204.8
74.3,12.8,-0.4,2871,3.7,268.9
60.3,6.9,-3.2,1680,-30.3,192.3
50.3,18.7,2.5,4060,-4.8,165.2
59.6,13.9,-1,4030,4.2,200.4
64.6,13.9,1.7,3020,-9.9,234.8
57.3,7.4,-3.9,2730,-44.8,172.3
61.5,8,1.8,1640,-7.7,214.1
75.4,17.8,-0.3,2910,-10.7,265.9
65.9,11.2,3.6,2080,-50.9,218
62.2,17.6,7.3,4170,-2.3,205.5
64.8,14.1,-3.2,2967,-17.9,226.4
64,7.5,-1.9,2230,9.7,226.8
62.7,10.8,-0.7,3467,12.3,215.4
65.9,14.4,6.2,5401,5,200
67.6,14.7,2.1,2980,-18.9,244.9
57.6,13.2,-5.4,3840,-4,196
45.5,34.5,-13.5,11130,-8.1,106.4
65.1,15,3.9,3368,5.2,229.5
74.7,11.9,-0.8,2671,-4.7,274.9
63.5,11.9,0.9,3986,18.6,214.1
54.3,12.4,0,2720,-2,191.2
43.3,22,0.5,3860,5,138.5
65.9,12.1,1.2,2310,-19.1,324.5
73,20.8,2.7,4320,-2.3,220.3
55.1,9.6,5.4,2680,-9.7,191
47,20.9,3.5,7500,-10,131.2
60.1,15.9,-6.6,4370,9.9,197.5
64.9,12.3,4.5,3010,11.8,226.9
55.1,12.2,-2.4,3640,-20.4,179.9
67.3,13.6,2.4,2790,-1.4,248.3
72.6,19.1,3,3879,-2.2,233.4
68.8,15.2,3.3,3270,-0.3,238.8
67.1,17.4,-3.3,3060,-9.7,240.4
59.5,17.6,0.8,5120,15,185.4
65.1,14.6,0.3,2810,-6.4,240.8
43.8,23.2,2.1,5410,-8.5,130.2
59.8,5,-1.5,1940,-16,186.1
59.8,3.7,-2.5,1620,-20.6,167.2
66.1,6.6,-0.2,1800,-22.7,224.7
65.1,13.7,-0.9,2420,-17,328.1
55.1,5.4,-6.1,2670,-23.8,169.9
45,16,1.4,5060,-7.5,136.2
61.7,12.4,-1.7,2760,5.4,223.9
65.8,12.8,3.1,2250,1,250.2
24.2,19.4,-16.8,6520,-53.8,49.8
58.6,19.1,6.3,4760,1.7,185
67.3,17.5,1.1,4040,-0.7,222
59,17.6,2.7,4505,28.3,187.7
65.2,11.5,0.8,2985,-17.9,234
53.8,14.6,3.5,3594,13.2,188.8
64.7,9.2,0.4,1810,-7.7,236.2
66.4,13.9,-0.9,2830,-4.8,245.5
61.5,13.5,4.4,2230,11.8,219.7
46.1,17.9,0.2,5878,7.8,137.8
33.7,24.6,-3.4,7648,30,78.4
56.2,19.3,1.6,4180,11.9,184.2
55,13.8,-1.9,3110,-27.5,187.9
53.8,1.1,-6.2,2280,-10,106.8
54.5,13.1,2.3,3610,13.6,183.6
50.8,8.7,-6.5,2660,-41.7,152.6
47.2,7,2.3,1440,81.1,96.6
64,6.1,1.2,2090,8,217
38.6,19.7,-5.7,3800,-14.3,119
69.8,10,-2.6,2330,-3,260.5
66.1,15.2,3.4,3430,-0.6,231.8
67.5,16.5,0.5,2900,2.7,246.2
60.7,14.7,-3.3,2780,-1.5,221.8
36.2,43.3,-11.3,6280,-8.7,81.7
65.7,8.5,-1.3,1890,-36.2,221.7
64.6,12.3,-5.9,3756,-1.7,223.7
28,12.3,1.6,1780,1.6,72.3
48.1,8.8,4.9,3287,-6.5,155
72.8,11.1,-0.5,2313,-0.1,276.9
67.7,12.7,-3.7,3510,-4.8,233.8
50.5,14.2,-4.4,2740,-17.7,173.2
71.3,7,2.3,1640,-24.8,244.7
59.6,8.9,-3.4,1907,-27.7,201.6
56.7,10.5,0.4,2403,-0.8,202.4
66.5,10.2,-0.7,4155,-18.7,221.1
55.8,8,-6.8,3330,-33.5,176.5
71.3,9.8,-1.3,2880,11.8,259.4
59.8,11.8,-5.5,4500,-4,193.3
59.9,15,1.6,3590,10.5,204.1
69.5,14.9,0.2,2980,2.1,252.9
71.1,7.6,0.8,2390,22,243.1
57.6,14.7,-2.2,3706,9.9,196.2
23.9,30.4,-23,5430,-19.4,55
33.5,3.5,-3,1610,-61.7,60.8
62.3,11.9,2,2840,-6,220.5
29.5,1.3,3.8,1800,-29.7,42.3
54.1,11.5,2.9,3840,2.3,181.9
28.4,25.4,7,3860,12.5,77.1
50.1,20.2,10.4,5990,32.6,146.7
66.1,7.9,3.4,1470,-4,236.4
68.3,15,0.8,2540,-2,249.3
58.3,7.9,-4.2,2450,-7.4,202.4
56.9,15.7,-1.5,4000,9.6,191.7
64.2,9.9,-2.5,2350,-13.9,234.3
69.6,15.2,3.3,2670,7.1,258.9
61.4,16.9,-1.8,3450,3.1,212.6
78.7,10.7,4.4,2647,-9.7,292.5
55.4,16.8,5.4,3930,8.2,185.2
68.8,10.5,3.3,2220,-14.5,249.8
63.7,14.1,-1,4340,4.9,206.7
62,8.4,-4.5,2040,-15.2,215.3
57.7,10.8,3,7781,25.3,163.9
48.6,13,5.8,2943,12.2,158.2
48.2,33.5,3.1,5741,5.9,123
66.2,7,1,4031,4.7,216.6
54.2,14.3,8.6,5784,20.8,172
62.4,12.3,-0.9,3954,0.2,213.1
66.1,12.1,3,2510,-12.5,246.1
65.1,13.4,-4.9,3651,6.1,224.4
36.6,7.3,-11.1,2400,-49.7,86.5
65.3,11.6,1.2,1500,-18,231.7
54.6,8.3,6.7,2390,33.8,170
55.6,7.7,0.2,2770,23.1,180
40.2,11.9,-2.9,2920,-10.5,124.4
74,10.5,1.7,2393,-19.7,265.3
64.7,13.1,5.9,2880,-0.1,229.5
51.2,15.6,2.1,4489,23.3,164.4
50.2,9.2,3.6,2855,15.6,151.6
76.4,12.4,4.5,2620,-4.6,285.7
67.4,12.2,1.8,2321,-5.5,255.6
35,13.4,24.5,4220,36,93.6
65.4,12,0.2,2886,-12.3,231
30.5,29.4,11.3,2855,20,82.2
69.4,12.8,1.1,2470,-3.3,262.6
60.2,10.4,-5.6,2670,2.6,217.3
51.8,3.4,-2,1740,-20.9,119.8
62.9,7.8,-1.6,2560,-25.6,215.7
45,17.5,-2,3484,2.7,147.5
50.4,9.7,-9,4342,22.8,151.3
63.7,20.2,-0.1,5200,-4.6,189.2
70.6,11.2,-2.2,3604,5.8,246.3
65.1,9.9,4.4,2439,-10.7,238.7
55.5,14,4.6,3638,9.5,189.7
53.5,11.4,-5,4190,3.9,176
62.6,5.3,-5,1040,5.2,194.4
68.5,10.7,0.6,2642,-10,253.7
61.6,13.5,-1.6,2640,-4.2,226.3
72,6.5,-6,3927,-28.1,229
52.3,20.4,0.2,7220,-0.5,148.3
67,10.3,1.5,1910,-10.9,250.2
59.8,15,-3.1,5840,-1.3,180.8
71.3,17.6,0.8,3840,-6.5,234.4
51.4,28.7,-4.5,8330,6,132.6
59.8,17.8,2.4,2449,-11.3,223.4
55.3,11,2.4,3270,3.2,191.5
41.9,22.6,2.8,8588,-2.5,114.4
21.4,25.2,1.1,2450,1.2,52.7
61,6.2,-7.4,4438,9.3,195.4
63.9,16.2,1.7,3520,-7.5,222.9
50.8,15.4,-3,2070,8.9,180.9
60.9,10,-0.5,2536,-3.3,220.6
48.2,11.6,1.4,867,-25.1,147.3
54.3,15,3.5,3490,21.1,183.4
66.9,11.1,6,2430,-3.2,243.3
72.4,7.6,2.7,2871,11.8,252.6
62.8,4,-6.6,2816,-13.5,206.9
66.3,7.6,-2.8,3080,-38.6,214
50.2,8.6,-3.2,1500,-2.1,157
61.7,12.5,0.6,2660,-17.6,224
50.9,4.7,-1.9,740,-21,129.4
66.6,11.5,-0.2,2992,3,234.7
55.3,6.4,-2.9,2700,-39.7,163.6
21.9,22.4,1.6,2557,1.5,54.1
38.6,9.1,-8,2880,-74.9,90.8
51.2,19,-1.1,3330,-0.4,175.7
67.1,8.3,3.4,1640,-13.4,237.8
61.6,15.1,-2,3410,4.9,209.5
50.7,24.9,0.3,8350,4.4,131.1
75.3,8.1,-2.3,1480,3.6,283.6
46.6,15.9,-3.2,3160,11.2,156.7
28.9,19.5,1.9,3238,7.4,79.9
60.1,12.1,1.2,4708,10,194.2
61.9,6.1,-6.2,1080,-15.8,197
54.8,11.9,-3.9,3110,-3.7,191.6
75.5,10.7,0.9,2730,0.8,277
63.3,13.3,-2,2670,-10.1,234
53.5,14.8,-2.6,3340,7.3,184.1
64.3,14.8,3.3,3220,2.6,230.8
75.2,6.8,1.4,2020,12.9,273.1
74.9,15.9,0.6,2023,-7.2,286.5
11.9,29.7,-2.4,3400,-2,18
76.6,15.3,-0.9,2820,-12.8,275.1
37.2,19.4,4,6093,7,104.9
51.8,4,2.1,1890,-29.1,133
61.1,12.1,9.8,2630,8.1,223.8
64.8,11.6,5.9,2460,-0.5,241.4
70.8,11.5,-1,2980,-0.8,254.7
66.9,11.4,2.3,2240,-10.2,249.6
28.3,14,6,8129,40.9,58.9
65.9,16.4,8.4,3420,3.9,231.6
58.6,17,8.9,3830,6.8,198.7
58.3,19.1,-2,4620,16.4,185.9
64.9,13.3,3.4,2380,-2.6,243.3
22,25.5,-15.8,5500,-41.3,47.5
72,12.1,-3.4,1980,-3.9,273.3
55.1,17.4,-1.9,6330,-1.8,160.6
70.2,10.8,5.5,2290,-10.5,257.1
64.9,13.1,-1.6,4770,-0.2,205.5
57.3,7.3,6.7,6331,22.9,167.8
76.7,14,3.8,2413,12.2,290.8
72,16.2,0.3,2546,-4.2,268.5
59.1,19.9,-2.4,3528,-16.6,196.1
59.6,16.8,0.6,3830,3.8,198.7
65.2,10.6,2.5,2500,-7.6,241
58.5,16,-0.4,3070,-4.3,202.3
47.8,23,0.8,5250,1.8,143.7
65.5,4.7,-2.9,1580,-28.4,200.3
63.1,12.6,4.3,2480,-5.8,234.6
69.7,13,3.5,3736,5.9,240
55.2,19.5,0.3,4150,11.4,180.8
30.8,4.4,2.5,2091,19.3,61.5
43.9,29.8,0.9,8110,6.8,115
23.7,31.5,-16,4820,-28.5,51.3
63.6,12.5,3.4,2920,-2.5,232.6
72.8,13.3,-0.1,2574,-1.6,269.9
51.5,14.3,0.5,4514,13.1,164.3
53.4,5.7,11.9,2460,11.4,167.3
59.6,10.6,-1.7,2850,-14.5,211.6
58.4,15.1,9.5,2750,31.1,195.9
67.3,5.6,5,1260,-19.7,219.9
