BallSpeedMPS,VerticalLaunchAngleDeg,HorizontalLaunchAngleDeg,SpinRateRPM,SpinAxisDeg,CarryDistanceM
56.1,18.8,2.4,4050,-1.3,174.8
61.1,10,-2.5,1890,-37.3,160.9
56.7,1.9,1.1,1360,-8.4,57.3
55.3,13.5,8.3,4720,20.7,162.1
54.5,15.4,-0.1,5660,2.2,158
62.4,12.3,3.2,4450,1.2,191.3
57.8,8.6,3.6,2710,-7.6,168.1
72,12.3,1.3,2805,9.2,247.5
74,16.3,-1.8,3490,-12.6,243.5
74.7,11.9,4.4,2902,-1,258
45.8,15.8,5.4,4090,20.2,127
62.4,11.4,5.3,2860,3.3,203.1
16.6,24.6,1.6,3392,9.5,22
52.7,12.2,-0.3,5931,21,142.4
52.7,8.3,2.8,3050,-3,144.7
52.9,22.5,10.2,5340,2.1,153
43.8,3,6.8,1290,11.1,34
61.5,15.4,0.6,3243,-2.2,203.5
59.1,12,-4.2,3160,-7.1,187.9
72,9.1,6.8,2210,9.7,237.8
54.4,0.2,-6.3,2350,-68.7,3.5
65.6,11.8,0.9,2400,-14.6,212.6
59.6,21.5,6.5,6048,8.6,169.5
53,13.4,4.7,3400,8.7,161.5
64.5,16,-2.7,3740,-1.8,209.9
56.6,9.7,2.1,3260,8.7,169.9
67,13.3,1.8,2690,-3.9,229.6
57.1,13.7,0.1,3200,-16,179.8
58.6,15.9,-1.6,4248,-0.5,180.3
61.2,14,3.2,2070,3.5,202.8
63.7,10,1.7,6218,19.7,182.4
58.7,4.4,-1.1,1728,-53.6,76.8
69,5.8,0.2,1470,-11.8,180.3
66.4,13.7,1.6,2520,-10.3,227.1
31.1,31.7,4.2,4770,3.9,74.9
55.3,6.8,-6.5,2060,-16.8,128
56.3,3.1,-7.8,2310,-19.2,95.4
78.9,9.2,1.3,3332,-11.4,264.7
61.1,16.4,-3.3,4859,6.9,179.3
60.1,12.8,-12.8,2722,-45.2,166.4
56.8,18.6,0.6,2710,-1.8,187.6
51.5,24.7,0.2,6770,-9.7,141.5
62.2,17.5,-0.3,3530,-7.8,203.5
73.5,11,-0.8,3000,-11.1,245.8
64.8,11.4,-0.8,2160,-13.3,209.8
51.9,11.2,0.4,2893,-0.6,143.3
69.9,8.8,-1.1,3300,-30.5,212.9
65.8,16.7,4.7,4160,11.1,208
33.9,13.7,-1.3,3050,0.6,70.3
41.6,20.6,-6.6,5093,6.4,112.2
32.3,4.5,-13.6,2160,-71.6,18.4
43.9,7.5,1.3,1820,-0.9,78.7
63.8,4.5,1.2,1370,-8.2,132.7
64.2,7.8,3.6,4291,19,192.9
53.8,21.2,6.7,4660,8.1,160.7
61.2,8,2.2,2030,-10.5,170.9
61,16.9,3.7,2930,-2.6,205.3
61,11.2,-4.3,2520,-30.8,180.4
66.2,12.4,0.7,3861,17.7,211
69.2,9.4,-2.6,5046,6,211.5
60.7,9.2,-6.8,2980,-27.3,176.2
74.3,9.2,4.8,2935,-12.9,249.1
61.3,10,0.5,2630,-7.1,192.4
57.9,11.2,-0.3,2940,12.4,179.3
60.1,13,-3.5,4970,-5.1,180.6
59.5,5.7,-2.4,2010,-7.9,142.9
26.1,30.9,2.5,7736,3.5,55.1
64.3,9,-1.2,2300,9.1,199
56.7,19.9,1,4100,-1.7,174
62.2,14.3,7.9,3210,8.9,205.3
63,11.4,5.4,4750,-36.8,176.7
55.6,13.9,-2.3,2650,-0.7,176.2
77.5,13.5,7.3,2800,-1.8,271.7
60.1,12.7,4.5,2400,-13,192.6
42.1,23.1,2.8,4550,-9.2,117.9
62.8,14.3,-0.8,3060,24.2,200.3
48.1,23.6,-4.4,6790,-6.4,132.7
58.8,16.7,4.1,3540,-3.3,190.4
52.6,29.5,8.8,10880,10.7,130.4
63.7,14.9,2.1,3250,-9.7,205.5
61.1,7,-0.2,3496,3,174.8
37.1,24,2.3,5220,6.2,96.6
67,10,0.8,1930,-14,211.1
64.3,14.7,1.5,2940,-8.2,217.4
48.1,14.1,2.5,6178,16.8,130.1
50.8,22,1,6061,1.6,141.7
64.3,15.9,-2.6,2182,0,221
69.7,6.8,1.2,1870,-11.9,204.3
63.9,13.4,3.1,1909,3.9,213.1
55.5,9,-2.1,2830,-30.8,144.8
55.2,18.1,5.2,4800,19.4,164.4
16.9,23.7,24.5,3230,41.8,21.3
53.8,7.2,-8.8,2320,-41.4,107.7
48.9,23.4,-1.1,6130,8.4,136.8
64.9,15.7,2.7,3680,-11.7,211.5
26,19.4,2.8,2920,0.5,48.3
66.9,9.2,0.4,2170,-17,208.3
49.6,22.2,3.1,7420,2.4,132
70.9,5.8,2.1,1460,-34.2,168.3
70.8,15.2,0,3530,-5.4,233.4
61,5.7,-2.2,2140,-35.5,130.3
67.4,11.3,-1.2,3380,2.2,222.9
19.7,32.1,-1.2,3684,-6.3,34.3
59.8,9.3,1.4,3599,5.3,180.3
66.8,15.4,4.5,3110,-1.9,227.2
53.5,20.1,6.5,4720,8.5,159.8
54.4,3.9,1.7,2110,3,99
72.2,12.7,-1.4,3100,-9.8,243.8
60.9,17.2,6.6,4570,2.5,188.1
50.5,19.9,-7.6,4584,-26.6,146.3
43.2,25.9,4.2,6090,-0.3,117.7
67.9,7.7,0.2,2270,1.3,211.7
70.5,9.9,4,2070,-18.1,225.1
67.3,12.4,5,3550,10.1,220.9
65.9,12.4,-1.8,2620,-23.3,214.8
48.9,19.1,-3.7,3310,-27.3,145.2
63.4,13,3.7,2660,-11.6,206.3
66.5,11.2,-2.6,2090,-17.1,214.7
60.3,9,-0.6,3319,2,178.2
64.7,0,-9.1,3060,-54.3,1.5
35,24.9,-2.6,4180,-4.1,90.2
57,12.7,-5.2,5289,10.7,163.9
61.2,14.3,1.1,2586,-2.8,204.8
61,8.6,-0.3,2510,-10.1,182.4
65.9,1.1,1,1480,-34.4,56.4
17.2,17.7,4.5,2760,7.5,19
65.3,14.7,2.9,3220,-11,217.8
47.7,13.7,6.5,6571,20.1,126.6
60.5,11,-6.5,3150,-1.4,191.4
44.6,17.8,0.8,3400,7.6,128.7
70.6,12.3,-2.4,3060,4,236.6
54.1,6.3,13.9,3505,16.9,142.7
62.8,23.4,6,5930,2.5,167
70.7,10.2,2.9,3270,1.6,234.5
65.5,11.1,0.7,2190,-16.5,210.6
56.6,13.3,-10,5433,-20.5,163.8
52,17,-8.5,5270,-5.8,152
58.4,13,-2.4,3080,-22,181.6
55.7,19,7.5,2502,4.9,186
77,12.8,2.6,3180,3.5,263.6
44.1,21.6,5.7,4430,5.3,125.9
60.5,13.7,9.1,3850,5.4,193.2
37.7,5.9,-4.9,2100,-10.8,48.5
66.6,14.3,3.8,4014,3.9,214.1
66.3,11,-0.4,2081,-12.2,215.3
54.9,27.8,-5.6,8360,-17.2,143.3
59,19.6,1.7,4084,-11.9,184.3
15.5,17.1,0.6,1613,-11.5,14.7
55.6,28.6,-10.8,8580,-10.3,140.5
30,26.8,1.2,6791,9.4,68.3
61.9,8.1,3.4,4462,-2.5,186.9
44,18.6,-4.9,3945,-6,125.1
53.3,10.4,2.4,2920,20.3,149.3
11.4,27.7,-1.3,3290,2.8,11.2
62.1,14.5,0.5,3310,-4.2,204.7
60.8,17.9,-2.8,5120,-1.5,182.8
66,7.5,-1.8,2651,-29,188.3
63.6,0.4,-3.6,1240,-23.7,4
36.6,8.3,11.6,1890,47.2,47.1
61.9,16.3,3.4,3294,-8.6,204.8
20,13.8,-4.1,3880,-15.4,21.7
62.1,12,-5,3656,-1.3,199.5
54.5,17.3,1.9,3720,12.1,170.2
62.2,11.6,-0.9,4230,0.4,192.2
74.3,12.8,-0.4,2871,3.7,253.6
60.3,6.9,-3.2,1680,-30.3,136.2
50.3,18.7,2.5,4060,-4.8,152.3
59.6,13.9,-1,4030,4.2,187.7
64.6,13.9,1.7,3020,-9.9,216.6
57.3,7.4,-3.9,2730,-44.8,125
61.5,8,1.8,1640,-7.7,165
75.4,17.8,-0.3,2910,-10.7,256.1
65.9,11.2,3.6,2080,-50.9,173.7
62.2,17.6,7.3,4170,-2.3,196.6
64.8,14.1,-3.2,2967,-17.9,215.3
64,7.5,-1.9,2230,9.7,186.6
62.7,10.8,-0.7,3467,12.3,197.4
65.9,14.4,6.2,5401,5,197.1
67.6,14.7,2.1,2980,-18.9,227.3
57.6,13.2,-5.4,3840,-4,180.4
45.5,34.5,-13.5,11130,-8.1,110.1
65.1,15,3.9,3368,5.2,216.5
74.7,11.9,-0.8,2671,-4.7,256.6
63.5,11.9,0.9,3986,18.6,199
54.3,12.4,0,2720,-2,166.6
43.3,22,0.5,3860,5,125.3
65.9,12.1,1.2,2310,-19.1,215
73,20.8,2.7,4320,-2.3,218.8
55.1,9.6,5.4,2680,-9.7,158.1
47,20.9,3.5,7500,-10,126.4
60.1,15.9,-6.6,4370,9.9,186.8
64.9,12.3,4.5,3010,11.8,214.8
55.1,12.2,-2.4,3640,-20.4,161.4
67.3,13.6,2.4,2790,-1.4,230.6
72.6,19.1,3,3879,-2.2,228.8
68.8,15.2,3.3,3270,-0.3,232.1
67.1,17.4,-3.3,3060,-9.7,228.1
59.5,17.6,0.8,5120,15,177.4
65.1,14.6,0.3,2810,-6.4,221.9
43.8,23.2,2.1,5410,-8.5,121.6
59.8,5,-1.5,1940,-16,134.5
59.8,3.7,-2.5,1620,-20.6,105.5
66.1,6.6,-0.2,1800,-22.7,173.3
65.1,13.7,-0.9,2420,-17,230
55.1,5.4,-6.1,2670,-23.8,122.3
45,16,1.4,5060,-7.5,123
61.7,12.4,-1.7,2760,5.4,202.4
65.8,12.8,3.1,2250,1,223.4
24.2,19.4,-16.8,6520,-53.8,36.2
58.6,19.1,6.3,4760,1.7,177.5
67.3,17.5,1.1,4040,-0.7,214.3
59,17.6,2.7,4505,28.3,176.8
65.2,11.5,0.8,2985,-17.9,212
53.8,14.6,3.5,3594,13.2,163.3
64.7,9.2,0.4,1810,-7.7,194.8
66.4,13.9,-0.9,2830,-4.8,226.7
61.5,13.5,4.4,2230,11.8,201.8
46.1,17.9,0.2,5878,7.8,127.5
33.7,24.6,-3.4,7648,30,75.2
56.2,19.3,1.6,4180,11.9,173.8
55,13.8,-1.9,3110,-27.5,164.2
53.8,1.1,-6.2,2280,-10,47
54.5,13.1,2.3,3610,13.6,166
50.8,8.7,-6.5,2660,-41.7,108.7
47.2,7,2.3,1440,81.1,51.1
64,6.1,1.2,2090,8,173.8
38.6,19.7,-5.7,3800,-14.3,101.8
69.8,10,-2.6,2330,-3,233.2
66.1,15.2,3.4,3430,-0.6,219.8
67.5,16.5,0.5,2900,2.7,232.7
60.7,14.7,-3.3,2780,-1.5,202.8
36.2,43.3,-11.3,6280,-8.7,81.3
65.7,8.5,-1.3,1890,-36.2,173.7
64.6,12.3,-5.9,3756,-1.7,209.2
28,12.3,1.6,1780,1.6,40.1
48.1,8.8,4.9,3287,-6.5,123.5
72.8,11.1,-0.5,2313,-0.1,251
67.7,12.7,-3.7,3510,-4.8,220.2
50.5,14.2,-4.4,2740,-17.7,149.1
71.3,7,2.3,1640,-24.8,198.7
59.6,8.9,-3.4,1907,-27.7,155.1
56.7,10.5,0.4,2403,-0.8,169.5
66.5,10.2,-0.7,4155,-18.7,207.3
55.8,8,-6.8,3330,-33.5,142.2
71.3,9.8,-1.3,2880,11.8,238.2
59.8,11.8,-5.5,4500,-4,180.9
59.9,15,1.6,3590,10.5,189.9
69.5,14.9,0.2,2980,2.1,239
71.1,7.6,0.8,2390,22,219
57.6,14.7,-2.2,3706,9.9,182.1
23.9,30.4,-23,5430,-19.4,47.3
33.5,3.5,-3,1610,-61.7,16.4
62.3,11.9,2,2840,-6,200.2
29.5,1.3,3.8,1800,-29.7,5.5
54.1,11.5,2.9,3840,2.3,162.7
28.4,25.4,7,3860,12.5,63
50.1,20.2,10.4,5990,32.6,137.2
66.1,7.9,3.4,1470,-4,186.9
68.3,15,0.8,2540,-2,232.2
58.3,7.9,-4.2,2450,-7.4,163.9
56.9,15.7,-1.5,4000,9.6,178.1
64.2,9.9,-2.5,2350,-13.9,202.1
69.6,15.2,3.3,2670,7.1,242.6
61.4,16.9,-1.8,3450,3.1,200
78.7,10.7,4.4,2647,-9.7,273.5
55.4,16.8,5.4,3930,8.2,172.9
68.8,10.5,3.3,2220,-14.5,222.5
63.7,14.1,-1,4340,4.9,196.8
62,8.4,-4.5,2040,-15.2,176.3
57.7,10.8,3,7781,25.3,155.2
48.6,13,5.8,2943,12.2,138.8
48.2,33.5,3.1,5741,5.9,122.2
66.2,7,1,4031,4.7,206.1
54.2,14.3,8.6,5784,20.8,158.7
62.4,12.3,-0.9,3954,0.2,198.8
66.1,12.1,3,2510,-12.5,220.7
65.1,13.4,-4.9,3651,6.1,210.8
36.6,7.3,-11.1,2400,-49.7,44
65.3,11.6,1.2,1500,-18,203.7
54.6,8.3,6.7,2390,33.8,128.5
55.6,7.7,0.2,2770,23.1,144.4
40.2,11.9,-2.9,2920,-10.5,93.1
74,10.5,1.7,2393,-19.7,248.3
64.7,13.1,5.9,2880,-0.1,217.9
51.2,15.6,2.1,4489,23.3,146.1
50.2,9.2,3.6,2855,15.6,125.1
76.4,12.4,4.5,2620,-4.6,268.5
67.4,12.2,1.8,2321,-5.5,229
35,13.4,24.5,4220,36,68
65.4,12,0.2,2886,-12.3,212
30.5,29.4,11.3,2855,20,74
69.4,12.8,1.1,2470,-3.3,240.2
60.2,10.4,-5.6,2670,2.6,188.9
51.8,3.4,-2,1740,-20.9,64.8
62.9,7.8,-1.6,2560,-25.6,178
45,17.5,-2,3484,2.7,130
50.4,9.7,-9,4342,22.8,130.5
63.7,20.2,-0.1,5200,-4.6,185.8
70.6,11.2,-2.2,3604,5.8,232.9
65.1,9.9,4.4,2439,-10.7,208.5
55.5,14,4.6,3638,9.5,172.6
53.5,11.4,-5,4190,3.9,158.4
62.6,5.3,-5,1040,5.2,133.1
68.5,10.7,0.6,2642,-10,228.6
61.6,13.5,-1.6,2640,-4.2,204.7
72,6.5,-6,3927,-28.1,216.1
52.3,20.4,0.2,7220,-0.5,144.6
67,10.3,1.5,1910,-10.9,213.6
59.8,15,-3.1,5840,-1.3,174.1
71.3,17.6,0.8,3840,-6.5,227.7
51.4,28.7,-4.5,8330,6,133.4
59.8,17.8,2.4,2449,-11.3,203.2
55.3,11,2.4,3270,3.2,168.4
41.9,22.6,2.8,8588,-2.5,110.2
21.4,25.2,1.1,2450,1.2,37
61,6.2,-7.4,4438,9.3,175.2
63.9,16.2,1.7,3520,-7.5,210.3
50.8,15.4,-3,2070,8.9,153
60.9,10,-0.5,2536,-3.3,190.1
48.2,11.6,1.4,867,-25.1,98.6
54.3,15,3.5,3490,21.1,166.3
66.9,11.1,6,2430,-3.2,219.6
72.4,7.6,2.7,2871,11.8,236.6
62.8,4,-6.6,2816,-13.5,163.6
66.3,7.6,-2.8,3080,-38.6,180
50.2,8.6,-3.2,1500,-2.1,109.9
61.7,12.5,0.6,2660,-17.6,198.8
50.9,4.7,-1.9,740,-21,63.3
66.6,11.5,-0.2,2992,3,222.7
55.3,6.4,-2.9,2700,-39.7,114.6
21.9,22.4,1.6,2557,1.5,36.7
38.6,9.1,-8,2880,-74.9,45.9
51.2,19,-1.1,3330,-0.4,160.6
67.1,8.3,3.4,1640,-13.4,196
61.6,15.1,-2,3410,4.9,196.2
50.7,24.9,0.3,8350,4.4,130.8
75.3,8.1,-2.3,1480,3.6,238.9
46.6,15.9,-3.2,3160,11.2,135.2
28.9,19.5,1.9,3238,7.4,59.7
60.1,12.1,1.2,4708,10,182.9
61.9,6.1,-6.2,1080,-15.8,133.6
54.8,11.9,-3.9,3110,-3.7,167.9
75.5,10.7,0.9,2730,0.8,258
63.3,13.3,-2,2670,-10.1,211.1
53.5,14.8,-2.6,3340,7.3,166.9
64.3,14.8,3.3,3220,2.6,215.3
75.2,6.8,1.4,2020,12.9,236.4
74.9,15.9,0.6,2023,-7.2,267.9
11.9,29.7,-2.4,3400,-2,12.5
76.6,15.3,-0.9,2820,-12.8,262.4
37.2,19.4,4,6093,7,93
51.8,4,2.1,1890,-29.1,71.2
61.1,12.1,9.8,2630,8.1,198.1
64.8,11.6,5.9,2460,-0.5,215
70.8,11.5,-1,2980,-0.8,237.4
66.9,11.4,2.3,2240,-10.2,222.1
28.3,14,6,8129,40.9,42.9
65.9,16.4,8.4,3420,3.9,219.5
58.6,17,8.9,3830,6.8,186.4
58.3,19.1,-2,4620,16.4,177.1
64.9,13.3,3.4,2380,-2.6,220.2
22,25.5,-15.8,5500,-41.3,36.9
72,12.1,-3.4,1980,-3.9,246.9
55.1,17.4,-1.9,6330,-1.8,155.1
70.2,10.8,5.5,2290,-10.5,231.8
64.9,13.1,-1.6,4770,-0.2,196.8
57.3,7.3,6.7,6331,22.9,153.8
76.7,14,3.8,2413,12.2,272.3
72,16.2,0.3,2546,-4.2,253.1
59.1,19.9,-2.4,3528,-16.6,190.1
59.6,16.8,0.6,3830,3.8,187.5
65.2,10.6,2.5,2500,-7.6,213.2
58.5,16,-0.4,3070,-4.3,192.4
47.8,23,0.8,5250,1.8,136.7
65.5,4.7,-2.9,1580,-28.4,135.9
63.1,12.6,4.3,2480,-5.8,209.2
69.7,13,3.5,3736,5.9,228.5
55.2,19.5,0.3,4150,11.4,170.2
30.8,4.4,2.5,2091,19.3,21.6
43.9,29.8,0.9,8110,6.8,114
23.7,31.5,-16,4820,-28.5,46.4
63.6,12.5,3.4,2920,-2.5,211.5
72.8,13.3,-0.1,2574,-1.6,252
51.5,14.3,0.5,4514,13.1,150.8
53.4,5.7,11.9,2460,11.4,120.1
59.6,10.6,-1.7,2850,-14.5,184.5
58.4,15.1,9.5,2750,31.1,181
67.3,5.6,5,1260,-19.7,157.5
69.7,16.8,5.2,3470,-5.4,227.4
60.7,10.8,-5.9,3160,-3.6,193.9
63.9,12.9,0.8,3030,9.5,212.1
61.1,10.5,0.6,3350,0.8,194.4
59.4,18,0.6,4310,18.9,181.5
57,11.8,-0.1,3430,-6.5,177.8
26,26.2,-9.1,5740,-11.9,53.5
66,14,2,2990,-9.4,223.2
64.1,17.9,6.9,4940,17.7,191
33.9,49.4,-16.7,7460,-10.7,66.1
66.1,14.1,1.6,2930,-16.6,221.6
42.9,24.8,-0.5,5630,-8.5,117.5
39.6,23.4,5.2,6930,7,103.5
23.4,17.3,21.8,4850,28.6,34.9
55.8,13.5,-1.9,2682,2.1,170.8
12.1,33.6,-1.4,3820,1.2,13.7
38.8,30.5,0.2,9240,-4.3,96.5
57.6,17,0,3550,13.7,183.9
68.1,11.1,4.5,3279,7.1,225.9
67.2,14.3,1.7,2941,-15.4,227.2
72.7,11.5,1.9,2050,1.5,251
74,14.5,-0.9,3410,6.1,248.7
55.8,15.3,2.2,6220,6.2,159.5
67.1,9.7,-4.8,4297,2.5,211.6
61.2,15.8,3.9,5474,12,179.9
58.4,18.2,4.6,3840,-4,185.4
74.8,9.1,0.9,2730,7.4,252.1
65.8,13.7,1,1858,0.1,224
13.4,28.2,-1.9,3030,-1.3,15.4
28.7,32.1,10.4,1969,12.8,69.3
51,18.4,-2.3,3250,-25.6,154.6
48.8,13.7,3.6,3290,-6.6,142.4
57,18.3,-2.9,3750,6.4,181.3
72.7,13,0.9,2930,-4.2,251
21.7,19.3,14.6,6340,32.2,31.5
59,17.4,1.2,3570,4.4,187.6
61,6.9,-1.6,1760,-26.8,144.3
47.4,17.1,3.2,3500,26.2,133.4
64.4,7,2.4,1690,-16,170.2
75.1,13.4,1.8,3130,2.8,257.6
63.7,16.5,2.2,3720,1.1,207.2
62.9,14.6,1.2,3350,-10.9,206.8
56.2,15.3,4.7,2654,1.7,181.3
26.4,32.6,2.3,3920,0.3,58.1
67,9,-0.9,2210,-0.1,213.1
38.7,17.6,6.2,6487,15.2,95.4
47,15.1,-4.5,6082,12.6,128
63.6,4.8,-4.8,1970,-28.1,141.4
63.9,5.2,-2.2,1390,-28.8,130.5
65.8,8.9,-0.6,2991,-8.9,199.4
58.2,8.1,-8.8,2030,-12.3,155.1
54.8,20.7,2.4,5540,23.7,158
67.9,15.7,6.5,2431,3.2,238.5
66.5,9.6,4.3,1240,-29.4,185
61.7,11.4,4.6,2850,-1,197
74.8,14.6,-1.1,2460,-8,261.9
66.2,10.5,0,1860,-16.4,207.8
64.6,4.7,-3.8,3249,-2.8,187.4
58.8,9.8,-1.2,3158,1.4,173.7
57.5,17,-0.1,3191,5,187.9
65.9,11.5,3.8,3009,-4.9,219.2
59.4,15.3,2.6,2835,0.4,197.6
54.3,15.3,1.1,5790,7.6,155
50.2,21.1,-5.2,4070,-1.7,152.2
74.7,12.1,-0.9,4080,3.7,236.2
61.2,13.6,-2.2,5160,3.2,184.5
58.1,7.7,2,6258,26.2,155.4
49,14.4,-2.7,3800,3,136.8
32.3,48.9,-12,3327,-12.3,69.5
60.4,12,3.1,2890,-3.2,195.4
61.9,13.5,-1.6,4146,-2.9,193.9
51,15.4,-1.5,1620,11.1,150
66,9.9,-2.1,2490,-30.8,195.8
66.6,11,-0.2,1400,-6.3,209.9
64,12.7,1.2,3760,-5.3,206.7
67.9,11.8,-0.9,2230,-8.9,228.6
63.3,12.6,5.5,2399,16.6,206.9
58.8,7.4,0.2,2470,-19.2,157.8
62.1,11.6,1.2,2777,-12.3,200.5
55.9,21.4,-5.3,5780,-7.4,161.2
67.6,6.8,-9.9,2700,-18.2,204.3
58,10.1,4.6,3493,14.1,176.2
39.9,24.5,-1.5,4910,-1,108.3
49.1,13.2,-8,6283,22.2,128.8
59.5,10,2.4,2460,-31.7,165.8
63.2,15.8,-0.5,3980,9.7,200.1
38.6,14,-1.3,3380,9.7,92.9
64.3,10.6,-0.7,2097,-22.4,197.3
18.3,30,-1.3,5350,-0.7,28.9
54.9,16,-4.2,3542,-12.3,172.5
63.2,12.8,5.8,2720,3.9,210.9
54.6,9.2,2,3060,-24.5,148.4
29.4,26.3,0.4,3710,-0.7,68
52.8,2,-1.9,1820,-7.2,56.3
54.9,8.9,5.5,1830,35.8,125
64.5,13.7,-1.5,3030,-16.8,213.4
62.8,16.9,6.5,3630,-3.3,204.7
56.5,6.9,-4.3,2650,-36.3,128.3
14.8,9.3,-4.9,1360,-22.2,7.9
62,15.7,1.4,3770,22,193.7
63.5,12.2,-1.5,4840,-2.9,193.4
63.2,12.7,0.7,2950,-12.6,208.1
60.8,15,-2.8,5660,-3.5,178.2
56.6,10.4,1.5,6018,4.5,162.4
45.3,27.1,8.6,7740,7.8,120.3
74,5.5,-0.4,2706,2.1,236.6
64.5,12.6,-4,2730,-30.6,208.6
68.7,11.9,-2,3654,7.4,225.5
59.9,9.2,3.8,1724,-7.6,163.3
64.1,10.5,8.2,1740,-19.9,192.8
16.5,28.3,-0.7,1700,3,23.3
62.5,4.4,-2.4,1730,-13.5,133.6
76.9,17,0.6,2857,-16.5,261.5
45.5,28.4,-1.4,4480,-0.4,127.1
65.5,9.8,-0.5,2110,-14.8,204.4
61.6,13.6,-3.6,5480,-2.9,182.2
48.8,8,-0.7,2200,0.8,111
37.7,40,-2.4,7420,-4,87.9
62.2,14.8,-0.2,3790,9.7,200.1
73.5,16,0.4,2055,-10.3,263.1
69.2,14,-0.8,1850,13.8,234.6
60.2,15.2,-3.7,2640,-23.1,195.3
56.5,11.8,1.7,3350,-8.7,175.1
47.6,19.9,5.4,7977,-5.3,128
60.3,6.5,-1,4508,10.3,162.5
63.2,14.6,1.1,2735,-3.4,214.1
58.9,14.2,-3,3490,-3.2,188.5
65.6,11.5,0.6,4017,11.3,208.7
75,8.4,-1.8,1720,-3.4,243.7
64.5,19,1.1,2965,7,217.9
25,28.9,-17.9,5950,-22.5,49.9
16.3,8.6,0.8,1410,13.6,9.1
63.3,14.5,4.8,3260,6.4,210
66.2,10.5,-2.8,2680,-11.2,217.3
63.6,13.1,-0.9,3690,2,206.2
21.4,20.9,-17.6,5350,-8,33.2
20.8,16.8,-1.8,2124,4.8,27.3
20,33.2,7.1,2360,6.4,35.8
32.8,12.4,4.4,7899,-8.7,24.7
55.9,10,-7.5,3650,-26.9,158.2
64.5,13.8,3.5,2730,-11,217.8
62.9,8.8,-3.4,1760,-18.3,176.9
67.3,12.8,0.5,2480,-3,230.4
51.7,12.6,3.1,2410,-13.7,149.1
66.3,15.7,-2.2,3340,-5,221.6
71.5,10.4,-0.1,1840,-8.2,237.5
61.4,16.3,2.5,2960,5.4,206
61.4,12.8,-0.8,2180,-17.2,196.3
49.6,12.4,2,3100,-9.3,142.6
47.2,9.6,-2,2160,-29.4,102.5
68.6,14.7,6.4,3322,6.7,230.3
14.6,46.2,-10.5,4560,-2.1,19.9
51.3,27,-7.9,6790,-7.7,139
50.6,7.3,0.1,2450,-35.8,103.3
7.7,54.8,-6.8,1420,1.2,5.6
21.2,9.4,-13.9,3060,-39.9,17.4
41.8,18.9,3.2,6835,12.9,107.1
62.5,11,-2.8,2180,-35.2,179.4
54.9,18.1,-1.9,5780,-2.1,158.3
70.7,12.9,-10.2,1515,-12.5,240.3
45.9,11.9,5,2447,6,119.4
42.7,7.3,-2.2,2150,-17.3,75.3
12.4,27.6,-1.5,3710,0,13.1
64.8,11.1,5.4,2230,0,211.8
38.2,15.1,-0.9,3830,-2,94.2
67.4,13.3,5.8,2832,2.3,230.2
51.6,7.1,-1.8,3000,-5.3,132.6
64.2,9.2,1.8,2790,8.7,204.4
56.1,15.5,0.7,4030,8,174.2
39.3,15.3,-6.5,2350,-23.2,94
41.8,0.4,-8.9,1880,-71.6,3.6
72.9,13,1.4,2567,3.8,255
56,18.9,-0.1,6750,-0.1,157.3
57.1,14.6,-5,4712,-8.1,172.9
56.1,16.3,-0.9,5590,1.8,163.5
72.4,13.1,-0.9,2680,-7.4,250
54.8,11.8,1.1,3232,0.9,167.9
58,15.4,-1.2,3418,2.6,187.1
72.6,11.1,2.1,2160,2.6,249.9
42,23,1.8,5320,-4.2,115.3
69.6,9.3,6.5,1970,-6.7,222
60.9,9.7,1.6,2900,-13.5,188.4
66.6,13,5.2,3405,4.1,221
66.6,12,3.1,2374,-8.7,223.9
12.6,27.9,-2.1,3941,-1.3,13.7
66.2,9.4,0.2,2485,-15.5,210
54.8,19.2,5.1,4700,8.9,164.8
49.6,21,1.6,7330,3.9,134.9
67.1,9.9,1.9,2260,-22.7,209.4
63.2,12.7,-7.1,2970,-1.2,209.7
66.7,8.5,4.9,1850,-8.8,201.5
11.5,30.9,-1.6,3484,-0.5,11.9
54.9,10.4,-4.1,3220,-53.5,123.8
52.8,13.6,-6.7,1988,-28.3,148.7
56,15.9,0.7,2340,-10.3,181.9
51.6,18.1,-1.8,6460,-3,141.7
73.4,15.4,-1.1,2730,-8.6,255.5
67.2,9.5,-4,2770,-4.7,220.7
63.9,9.6,-0.3,2600,-37.8,178.2
73.6,12.3,-2.2,2279,4.2,255.1
61.7,13.1,-2.8,2850,-15.9,196.9
67.8,12,2.4,2270,-10.8,228.8
66.5,11,-1.3,2120,-13.5,216.5
68.5,12.6,-1.2,4055,-1.9,220.3
70.5,1.2,0.4,1900,-48,62
68.4,6.2,5.3,1060,-18.1,169.1
60.9,11.6,-3.1,2250,-18.4,189.2
53.7,12.9,-3,2391,3.4,162.9
63.6,13.4,-2,4180,1,198.2
59.7,11.1,-8,2610,-54.7,142.9
56.8,18.7,2.9,2740,9.4,189.2
54.1,9.1,-9.7,2649,-55.5,108.7
61,9.8,1.3,2997,17.7,187.1
65.8,13.3,4.8,2320,-45.5,191.9
52.2,20.4,0.4,6623,-1.2,146
56.8,17.3,8.7,2730,-4.4,188.5
62.2,11,-0.8,3040,-4.1,199
59.9,13.6,-3,5030,-2.5,179.6
73,14.3,-0.2,2728,6.7,255.1
59.5,15.1,-0.8,4180,10,183.5
54.3,3.9,2.7,1610,-31.6,73.5
