BallSpeedMPS,VerticalLaunchAngleDeg,HorizontalLaunchAngleDeg,SpinRateRPM,SpinAxisDeg,CarryDistanceM
55.1,9.5,-11.5,3874,-19.2,154.3
60.6,11.3,6.7,3504,-1.3,192.9
59.4,15.3,1.8,3950,9.6,186.2
60.3,14.5,-0.6,4960,-5.7,180.3
74.2,14.9,-5.4,2140,-18.3,259.1
65.2,11.1,4,2144,6.4,212.7
61.4,12,0.4,2500,-8.4,198.7
53.3,10.9,8.8,1930,22.4,140.7
63.7,7.7,0.7,2000,-9.5,182.5
70.2,8,0.9,1740,-49.3,168.2
67.4,12,0,2020,-40.4,199.5
74.3,11.1,-0.4,1942,-2.4,254.2
42.4,14.6,4.7,2460,4.5,111
75.5,12.1,-0.1,3890,-17.5,239.7
73.5,11.9,1.2,3120,7.9,248.2
55.4,16.6,-2.3,6200,-3,156.8
70.2,11.5,0.5,3021,-6.8,237.5
48,11.9,-4.4,4417,10.1,126.1
68.9,12.9,-2.2,2820,-6.7,235.5
58.5,13.7,-4.6,3480,7.2,187.2
57.1,12.5,-1.9,3534,-7.3,174.9
60.8,12,2.9,2490,-4.8,196.5
68,11.9,2.2,3170,-3.2,228.1
50.2,20,2.2,3320,13,156
11.3,35.2,1.9,2930,-3.6,12.1
68.8,8.1,0.9,1890,-21.2,203.2
61.3,20.3,1.6,5270,18.6,180
53,16.5,-1,3979,-18.6,160.3
67.4,10.2,-0.2,1760,4.1,215.3
72.8,13,1.3,1900,-4.7,253.4
64,19.5,-2.9,3540,7.3,207.2
68.8,4.8,-0.5,1200,-7.8,160.3
17.6,41,-1.9,5120,1.5,28
65.3,12.2,-0.8,3162,-7.4,216.8
65,14.7,3.6,2683,-3.6,222.4
67.5,13,2.6,2650,0.6,231.8
50.3,10.3,-3.7,2400,-61.3,94.7
66.8,11.2,2.6,2257,-8.1,222
42.5,26.7,1.9,6660,12.7,110.3
62.4,18.5,-0.1,5208,14,185.4
67.2,11,-0.9,2150,-12.1,220.4
54.5,5,-9.3,2560,-18.1,117.8
69.5,12.9,2.6,2560,-2.6,240.2
62.2,16.2,6.2,3620,4,202.9
16.8,14.9,-4.3,1994,-17.5,15.5
71,14.3,-0.8,3380,-6.9,236.5
61.4,14.1,-1.1,3920,8.5,195.6
64.7,13.2,5.4,3870,9.2,206.4
72.1,15.9,2.4,1426,-16.4,255.9
56.9,8.3,-4,2680,-5.1,162.8
74.2,8.2,4.9,3763,-19.5,236.8
60.6,15.4,3.3,3290,6.8,198.9
58.3,7.8,3.7,2480,9.6,163
31.9,34.8,-6.4,3382,-19.8,78.9
63.8,8.3,-4.7,2074,-69.7,114.4
67.4,13.4,1.4,2710,-18.3,226.5
59.7,14.7,-3,3784,-4.2,189.5
25.5,15.1,24.4,5110,44.7,36.1
54.2,6.1,1.8,2881,16.7,132.5
69.4,6.6,-5.6,2150,-7.7,208.6
58.2,19.9,5.9,4430,-6.2,171.9
67.3,4.2,1,3847,13,200.8
65,13.5,7,3793,15,209
41.9,12.4,3.9,1610,10.4,93
61.5,12,2.7,3565,-5.2,197.3
67.7,10,0.2,2360,-26.1,208
52,7.7,3.7,3059,27.1,132.8
47.9,16.2,-5.4,3290,2.5,143.1
51.1,9,9.1,7336,15.1,133.2
34.4,36,10.8,4307,7.6,86
64.6,13.7,0.5,3500,1.8,209.4
57.9,16.3,3.4,5140,23,170.2
64.9,12.4,-1.8,2650,-26.2,207.9
72.8,16.4,-1.9,2600,-1.7,249.5
59.8,15.3,2.1,3640,6.1,192.6
73.2,11.4,1.3,2387,5.3,250.9
40.9,12.9,7.9,2040,26.1,90.8
53.6,1,5,4035,26.4,81.4
12.1,37.1,-2.5,3130,-3.3,14.1
11.6,27.6,3.3,3140,-2,11.4
69.1,8.1,1.8,2170,-24.3,205.7
63.5,7.5,1.9,4309,-8.4,193.4
65.7,12.6,6.3,2470,-3.5,222.5
48.1,1.1,1.7,2220,-51.2,16.7
55.9,16.8,0.2,6060,4.7,160.5
64.3,6.1,-1.4,1350,-54,113.1
65,15.6,-4.2,2740,-5.9,222.9
63.8,9.8,1.2,1890,-26.7,184.2
51.4,18,2.2,2100,13.5,162.7
59,9.7,3.5,4678,6.3,177.1
58.1,6.3,-1.6,2070,-21.1,135.4
63.9,12.8,0.3,2518,-21,208
57,12.9,-5,1312,4.8,168.6
60.3,13.8,9.7,2610,23.5,192.4
32.3,23.8,22,6810,25.3,74.2
68.9,8.9,2.2,3985,-3.2,220.5
54.2,4.9,4.9,2574,31.2,103.1
74.4,19.9,3.3,4120,2.3,227.8
69.6,14.4,1.8,3520,-10.4,226.6
71.6,13.9,1.9,2289,-14.9,249.9
58,9.9,-2,4345,-2.9,170.2
33.1,26.3,0.7,6865,-2.1,80.1
50.6,19.1,1.5,5347,-0.4,147
55.4,14.5,-3.7,3220,1,176.2
51.2,5.5,-3.1,2230,-36.9,86.9
72.1,12.3,2,2530,4.1,250.8
71.4,14.5,0.1,2280,5.2,253
74.5,11.2,0.7,2870,-1.2,255.1
59.5,17.7,2.7,3950,23.4,185.3
54.4,24.8,2.3,7100,1.5,148.2
54.7,14.9,-3.6,4520,-7.9,165
61,14,0.7,3191,2.1,198.4
60.1,14.7,-4.5,3630,-2.6,190.8
65.9,15.8,-2.8,3658,-1.4,214
56.2,16.6,8.9,2010,10,183.9
72.6,13.5,-2,1830,-0.1,254
68.5,15.1,1.3,2530,4.6,239.4
49.9,6.9,-1.6,1592,-23.9,91.2
59.1,14.3,4.5,1920,-16.4,188.7
73.7,15.1,-3.2,3300,-18.2,244.8
59,6.8,3.2,3655,-0.2,165.4
73.8,13.2,-1.2,2960,9.2,254.2
66,11.3,2.1,2240,-36.8,195.5
65,14.7,2.4,1456,-4.9,220.1
61.2,16.9,-0.5,3190,10.8,199.5
62.9,5.7,1.3,1540,-29,134.4
71.5,7.2,-5.5,2370,-5.1,228.5
66.7,12.5,0.8,2360,-1.2,226.8
66.1,8.4,0.3,3134,-0.2,212.7
70.6,9.4,-1.4,2950,4.3,235.7
77.7,13.9,6.1,2840,-1.2,272.1
58.5,19.4,1.3,4570,19.8,171
63.5,17.1,-0.3,3783,3.2,201.9
47.6,28,-0.1,7680,-9.2,121.9
12.4,27.8,-4.8,2770,-2.2,13
65.9,11.9,1.2,2475,-16.8,216.8
35.8,19.5,4.2,4200,14.2,88.6
44.2,23.2,2.2,7087,-2,119.6
52.7,21.9,-1.5,7470,-0.8,144.2
62.9,10.2,2.6,2911,-7.4,201.9
74.5,16.2,1.3,2200,-13.8,259.7
61,11.2,0.3,3050,7.4,195.8
62,12.6,-0.4,5525,11.2,183.9
62.4,14.2,-0.6,2245,-2.5,210.6
76.7,12.2,0.6,2070,2.5,269.3
61.9,17,2.5,2901,-1.2,209.8
63.2,13.4,-0.5,2310,-30.3,198.9
54.4,21.6,-2.1,5860,-9.3,155.7
39.9,18.4,-8.4,3120,-37.8,99.1
54.6,16.5,-1.1,4840,-2.7,163.9
42.9,20,1.1,4560,11,119.3
65.7,14.7,3.5,3850,13.4,209.8
71.5,11,-1.3,3040,4.9,238.9
77.1,17.6,0.2,3860,-10.1,243.8
68.2,11.8,2.2,2100,-9,229.2
61.9,15.5,-1.4,3100,-6.5,206.5
49.7,13.9,-3.4,4030,0.8,138.3
53.6,14,7.9,5386,16.5,149.3
48.1,18.9,2.9,7405,-6.9,130.3
11.6,29.8,-0.7,3253,1.4,11.9
60.9,6.1,-5.7,3919,-2,180.6
55.1,16.2,9,2570,9,178.4
12.1,35.2,-2.9,4210,-1.4,13.7
57.2,9.4,-5.4,1350,17.2,145.5
64.8,14.4,5.5,3180,-2.8,217.3
71.6,11.9,-1.2,2280,-8.6,245.5
70.3,16.5,-2.5,3600,-12.9,229
59.2,8.7,4.9,2090,5.3,167.8
76.8,14.9,3.6,3477,9.6,251.2
54.6,5.2,3.7,2430,-17.7,120.6
59.3,20.3,0.9,3468,-6.9,192.2
62.1,11,2.3,2230,-18.7,192.5
23,7.5,-5.8,2810,-51.9,16.2
57.1,17.5,1,4185,7.2,177.6
51.7,20.4,2.4,6160,5,147.1
54.2,23.3,1.6,6000,9.8,153.3
14.6,49.1,4.6,3050,9.6,19.7
47.2,26.4,-2,8660,-0.5,123
35.5,17.8,6.7,3160,-1.4,86.4
61,15.1,2.2,3333,8.3,196.9
35.2,25.2,0.2,4810,-1,90.3
59.1,0.7,-9.8,2650,-30.7,53
55.9,16.2,0.4,4014,10.2,173.8
53.8,18.2,1.5,4080,-3.5,165.9
24.7,40.4,-4.8,2501,-12,52.6
77.7,14.8,8,2650,2,275.6
38.2,14.2,2.3,1980,-0.6,86.9
60.4,13.5,1.6,3410,-9,195.1
62.1,20.6,0,5421,-3.9,181.1
50.1,10.6,-4.1,3700,-16.5,138.3
64.7,18.2,3.7,5384,7.2,191
33.1,15.1,-4.8,3440,2.7,70.2
40.3,15.6,-1.9,3120,-10.3,104.2
29.8,17.8,-19.4,11608,4.3,26.7
56.7,10.6,-2.2,3470,-10.8,172.4
67.5,13.4,3,2880,-2.7,230.5
76.9,16.7,0.4,2450,-17.8,268.6
64.9,11.1,3.7,2340,-11.2,208.3
37.6,31.7,6.5,5890,12.7,96.4
66.3,5.9,-6.7,2796,-1.1,200.5
58.8,10.1,-3.8,3120,-32.6,166.3
61,11.4,8.6,2530,5.5,195.8
62.8,13.7,4.6,2840,-19.8,201
68.3,19.5,-1.2,3076,-7.1,230
56.9,14.7,-2.3,3545,-5.4,180.7
66.9,11.1,-1.8,2190,-30.9,206.1
47.8,12.8,-2.9,2852,-17,124.9
11.7,29.6,-2,3559,0.4,12.2
65.6,15.4,3.5,3580,-0.7,216.2
57.4,9.1,-2.4,3692,-2.8,163.4
65.2,15.2,5.4,3120,-4.3,220.5
70.5,10.4,-0.3,2900,1,238.2
29.7,12.6,-7.3,2570,-23,48.1
64.8,14.3,-0.2,3040,-15.6,216.2
56.3,4.2,-5.3,2130,-19.4,105.4
55,0.8,-1,1200,-61.2,12.6
68.6,8.6,2.2,1700,-13.1,208
65.9,11.5,0.9,2740,-9,219.8
58.9,10.3,-2.7,2528,4.6,180.5
65.6,10,-5.1,1890,-41.3,177.3
52.1,4.3,-2.9,2444,1.1,87.8
70.6,12.1,-2.4,2404,-3.3,241.3
65.5,10.2,0,2250,-24.9,200.8
58.3,11.9,-3.5,2160,-4.5,180.4
37.3,19.4,-9.2,10457,4.3,35.2
49.3,13.1,3,3320,-6.3,142.7
65.4,14.2,1.4,2250,3.9,224.6
53.3,6.7,-4.4,2960,-8.1,137.3
66.3,13,1.1,2500,-3.8,226.2
62.7,12.7,0.5,6096,17.7,181.5
57,6.7,-4.1,1664,-31.8,106.9
64.3,12.4,1.8,2680,-20.8,208.9
56.6,21.2,3.2,3085,7.5,186.1
67.6,6.2,1.4,1640,-40.8,152.1
62.1,6.2,-5,2148,-9.5,165
34.8,19.9,2.4,3770,11.5,85.1
64.2,11.1,-6.8,4139,-0.9,203.3
31.3,20.3,-0.4,8115,2.5,78.2
39.8,22.3,-0.2,5100,4.5,106.9
58.1,20.1,2.6,4780,1.8,175.5
57.4,16.6,0.3,6180,3.3,164.7
48.3,24.1,10.9,5500,10.7,136.6
59.5,12.8,0.4,2348,9.5,191.1
63.2,13.7,0,3160,2.1,209.8
60.6,12.5,11.1,2660,15.2,194.4
62.8,10.1,-2.5,2400,-42.3,168.1
69.2,5.9,-3.8,4609,-12.4,210.3
72.8,13.6,10,2536,27.6,245.1
50.5,7.2,2.3,2390,-31.8,104.8
59.6,10.2,-1.9,1780,-39.8,151
52.2,28.8,-5.9,5984,-21.8,142.5
66.7,9.9,-0.2,3520,-6.1,216.5
63.9,13.3,0.4,2260,-15.2,212.1
58.6,8.8,-5.2,2240,-31.8,151.3
68.6,10.4,-6.4,2625,-6.1,229.6
61.9,11.2,-1.3,1770,-34.7,174
57.1,12.7,2.4,2180,12.1,176.2
64.4,14.6,0.1,2840,-7,218.1
52.1,11.7,0.8,1910,-20.4,139.5
69.4,14.5,0,3620,-11.4,224.3
68.5,8.7,0.4,2010,-19.3,209.8
23.3,12.2,-23.4,6440,-51.5,25.1
68.7,10.2,4.6,2240,-9.7,226.7
65.1,11.3,-5.8,3012,-45,182.3
71.6,14,0,2833,-1.2,244.8
65.8,12.1,5.8,2300,-9.5,219.8
65.8,13.3,2.6,4866,1,202.2
72.8,13.6,0.4,2099,-7,256.1
63.8,15.1,-3.3,3460,-3.2,209.1
65.2,13.1,-0.8,2720,-17.8,211.7
38.2,16.1,3.7,2930,13.4,95
66.3,9.7,-1.2,3693,11.1,212.4
50.4,22,-0.1,5844,3.7,141.1
42.2,13.5,-5.9,2670,-27.7,101.4
61.9,19.2,4.4,4820,-1.7,179.9
45.2,24.9,-5.2,6850,-10.7,122.6
66.2,13.1,-1,3853,-7.5,214.2
53.1,23.5,2.5,5080,-4.7,154.3
65.1,16.7,7.6,3570,10.6,213.4
49.4,5.5,-10.3,3456,20.6,102.5
47.1,23.1,-2.6,5600,3.9,128.9
36.4,31,-24.9,8240,-21.5,90
62.7,16,-3.4,3522,12.2,201.2
57.2,3.4,-0.8,2130,15.3,102.6
73.1,21.2,3.1,4560,-9.1,214.6
68.6,5.9,-3.5,4493,7.7,210.2
67.3,12.7,7.7,2830,1.7,223.2
53.2,16.4,-1.6,5085,5.3,156.9
60.3,14.8,0,2720,-10.1,199.9
45.2,21.9,3.5,4130,6.4,131.7
36.8,17.4,3.7,3338,4.2,91.9
59.5,15.2,0,4433,-1,182
38.2,0.8,14,2720,89.1,3.9
60.1,11.2,2.1,3059,5.7,192
37.1,16.5,-2.3,3810,8.5,90.8
68.9,7.8,2.9,1890,-20.1,201.4
55.8,16.1,1,4785,3.6,168.6
62.5,19.8,-0.3,5460,-7,182.6
46.4,27.8,-3,5775,-10.2,127.3
37.3,6.2,14.1,3540,59.3,38.2
13.3,29.2,-2.8,3910,-1.8,15.5
18.5,17.6,-0.6,5630,3.9,21.8
65.4,8.3,3.9,1700,-14.2,187.7
66,7.2,3.6,1740,-5,186.6
62.6,13.2,-2.3,2928,-10.9,206.7
26.3,17,14,3800,38.5,42.9
65.4,13.6,5.1,3700,24.6,207.3
34,33.2,11.7,5280,12.1,84.4
62.9,9.3,0.4,2280,-15.7,189.9
65.8,13.7,8.2,2440,0.6,225.1
64.9,9.9,1.7,2650,-9.2,209.6
67.4,18.4,-1.7,5255,-1.1,198.7
66.3,10.5,-3.1,2266,4.1,216.4
16.7,27.4,-0.3,3732,-1.8,23.5
16.9,15.3,-2,2340,-12.3,16.1
25.1,26.6,-3.9,7689,1.1,49.9
47.2,20.6,2.8,3980,3.3,140.7
64.3,16.8,-3.6,4901,-8.3,195.3
59.1,16.6,-4,4990,-8.5,176.7
46.2,25.3,1.1,7997,-0.9,122
44.2,21.8,-0.6,4240,4.1,127.4
56.4,16.3,6.3,3630,-2.4,179.4
53.8,11,-3.7,2770,-36.7,140.5
61.2,12.3,-0.8,2860,-21.9,193.4
24.6,12.7,-4.4,3880,-25.3,31.6
63.9,14.4,1,2176,-23.2,210.8
62.7,14,0.8,3900,6,197.9
37.5,27.4,1.3,5610,1.9,98
57.4,13,-4.8,2990,-3.5,181.7
44.1,20.7,4,3980,6.4,127.3
66.9,10.5,1.1,2030,-9.1,216.7
61.2,17.1,-0.7,4460,-10.6,189.6
55.3,14,0.6,3510,-12.9,168
59.2,12.8,-0.2,3920,20.7,179.7
53.9,7,0.7,2750,-5.6,141.1
57.7,17.5,0.2,3393,11.1,186.6
66,9.1,1.6,2124,-4.3,207.2
63.2,11.4,3.2,3963,-0.2,201.2
56,21.3,1.4,4205,13.6,171.8
65.3,8.6,1.2,4837,-8.5,198.7
61.6,4.5,-0.5,1530,-40.1,101.4
66.4,8.3,1.6,3870,4.2,210.5
67,14.8,1.9,2880,0.7,230.3
78.9,10.7,-4.4,2484,-17.5,272
58,14.7,-1,3270,2.7,187.9
32.8,7,-4,1480,-82.2,24.5
68.4,13.2,-1.8,3839,15.9,220.9
63,11.3,-0.9,3499,3.5,203.7
12.1,30.8,-1.8,3690,-0.4,13.1
65.1,8.4,-0.4,3354,7.2,197.8
58.7,17.1,-0.3,1958,16.4,195.9
56.3,8.7,1.6,2820,-21.3,155.4
47.8,20.2,2.3,7064,-7,130.2
64.9,13.9,0.5,2043,-3.1,220.8
66.9,7.6,-0.9,1400,-13.8,183.7
69.3,7.1,-3.2,5310,1.3,208.8
46.5,22.5,3.6,5150,-4.8,132.7
65,6.9,-0.7,5164,5,193.8
55.5,9.5,-7.4,2350,-27.3,146.1
67.6,10.7,0,3106,-15.7,221.4
74.1,14.9,1.1,2640,-5.6,259.5
73.9,13.2,-2.3,2900,14.4,253.8
67.3,13.4,0.5,2710,-30.9,216.7
43.9,11.2,-1.5,1850,-5.4,100.4
13.1,29.2,-1.1,3030,-6.2,15
25.9,27.3,5.6,4470,7.1,54
32.4,9.3,2.2,1740,-19.8,43.9
57.4,10,-2.2,3560,-6,175.2
63.1,16.1,2.4,4539,4.3,195.7
68.2,10.1,5.8,2080,-11.3,218.3
67.1,11.1,4.2,1980,1.6,221.2
42.3,18.3,-4.6,3030,-4.3,119.7
63.3,16.9,-2.2,5057,13.3,190.5
61.1,16.5,-1.1,2936,-1.7,202.9
62,13.5,-0.2,6908,19.5,175.2
40.1,22,1.5,6266,9.9,105.8
71.6,12.9,-3.3,2220,-10.4,243.5
65,14.6,4.9,3605,-10.6,212.6
45.8,19.5,0.8,6180,-1.3,125.4
57.5,14.5,1.3,5432,4.4,170.3
70,11.2,0.4,3489,5.4,228.3
63.3,15.7,2.7,4330,15.6,195.9
66.2,12.5,1,2320,-6.5,223.9
59.9,5.4,0.6,1340,1.1,124.4
77.6,9.9,0.4,1940,10.4,265.5
65.2,11.8,-1,2300,-3.9,216.9
64.1,16.7,0.3,4240,8.5,198
48.9,23.3,5.4,3191,12.6,148.4
60,18.8,2,3603,-1.2,192.8
66.4,14,-2.2,3420,7.8,218.7
59.3,18.2,-0.9,7809,12.4,164.1
62.9,14.1,1.4,2920,-13.2,209
66.9,9,-2.3,1973,-9.3,207.8
58.8,13.7,-2.7,4299,-1.3,181.2
17.8,19.5,-0.1,1358,-2.7,21.5
58.1,19.2,0.2,4000,8,182.5
39.6,15.8,0.6,3420,17.7,100.4
50.9,21.8,0.8,6173,2.3,141.6
61.9,15.4,-3.4,3653,13,198.1
64.5,14,-0.2,3020,-16.2,214.1
59.2,11.9,1.3,3060,21.6,183.3
63.7,7.4,-2.5,2682,-19.1,186.2
62.6,17.4,3.8,3930,-7.6,200.2
55.4,17.5,2.2,3960,15.4,171.8
61.1,13.3,-4.1,5260,-5.8,181.9
62.2,15.1,-3.9,3583,5.4,199.6
39.9,27.1,-3.2,6290,-7.7,105.1
72.2,15.4,-2.3,3270,-14,241.3
58,10.7,0.4,3110,0.5,181
61.8,0.2,-5.2,1390,-58.4,6.1
56.3,12.6,-3.5,3819,11.7,171
48.7,20.9,-4.8,6065,-8.7,137.3
63.2,18.9,1.6,5555,-3.3,184.8
66.7,11.9,3.8,3652,7.8,217.7
57.9,0.2,-4,1540,-52,4.7
41.3,34.4,12.1,8050,13.2,103
64.2,9.7,6.5,2590,-0.9,203.6
75.7,8.9,0.8,2480,-3.3,256.6
37.2,25.8,2.9,5830,-1.2,96.6
55.5,1.9,8.7,3842,22.4,106.1
53.5,22.2,6.6,6760,19.9,148.6
64.9,10.4,1.5,2490,-16,207.4
71.1,11.3,-2.5,3390,5,233.7
61,13.9,-7.2,3770,-4.6,192.6
72.5,16.1,1.8,2300,-16,255.4
58.6,13.8,5.2,3473,-4.3,188
61,12.3,-1.9,3410,-0.7,196.8
36.8,24.9,-1,4964,2.1,96.4
64.9,15.4,-3,3320,-4.5,216.5
44,5.7,0.4,1210,-37,52.5
66,15.6,3.5,2308,11.5,228.9
44,9.7,-9.7,6392,14.5,105.3
62.8,7.6,-0.8,2080,-17.2,173.9
12.4,27.8,-2,3200,2,13.3
56.5,9.8,4.9,2556,6,165.9
52.7,6.6,-6.4,2560,-23.4,118.5
65.3,14.4,-1.3,3934,-7.1,210.2
66.3,11.1,5.6,1810,-28.1,202
70,11,3.4,2292,-3.5,237.3
63.2,15.8,-0.8,2900,-0.3,211.5
73.9,16.1,-0.7,2390,-6.4,256.1
64.2,6.5,-1.9,710,5.7,145.9
64.9,11.7,-3.2,2470,-32.6,198.9
41.2,13,-5.6,2702,-9.4,101.1
54.7,18.6,-0.2,5745,15.1,158.2
50.6,4.3,-3.7,2450,-21.6,85.5
61,13.3,3.9,4820,0.5,183.6
65.3,4.8,-1.4,3010,19.3,183.1
67.9,11.9,-0.2,2150,-15.3,225.7
63,15.7,3.3,2566,-7.6,215
65.1,6.9,-2.6,700,-48.4,125.3
73,10.8,4.3,2250,4.8,251.1
12.5,26.2,-4.8,2620,-3.1,12.9
41.4,20.4,1.9,4180,7.6,114.9
36.5,21.5,-1.9,5272,7.3,92.7
76.6,16.5,-0.6,3430,3.6,250.4
68.2,11.8,2.7,2560,-38.9,206.5
68.8,15.4,0,3040,2.1,232
66.1,8.9,0.2,2020,-15.4,200.7
64.4,14.3,-1.1,3010,-19.4,213
55.5,1.2,-1.2,1490,-22.1,35.9
64.8,14.4,0.7,3396,-9.4,214.5
66.5,7.2,-0.2,1820,-40.3,159.8
67,13.9,3.1,2103,-0.5,231.5
70.5,8.4,3.6,2510,-12.2,225.1
45.9,17.7,4.6,2680,-9.2,135.6
58.8,20.1,0.2,3853,-12.1,185.8
64.9,0.3,-0.4,1440,-39.6,13.8
65.7,15.9,3.4,3350,-12.2,218.3
65.1,17.9,-1.7,4546,-1.7,200.5
51.4,16.1,10.7,4273,18.9,151.4
47.4,6.6,-2.4,2317,0.9,95.4
54.7,22.6,-1.3,6140,-3,155.1
63.2,12.8,0.9,2690,-18.9,206.4
67.4,6.5,4,1620,-10.2,182.8
58.6,16.1,-2,3351,-1,190.8
61,2.8,-1,1610,-47,66.3
67.3,13.5,2.8,2363,3,232.4
62.2,12.6,-2.1,3280,-18.7,199.5
52.2,24.9,4.5,6140,-0.3,145.5
12.5,30,-2.1,3700,0.1,13.8
73.7,10.9,0.9,2360,-1.2,255.1
56.5,13.1,-5.8,5172,9.9,161.7
39.5,16.2,-2.2,3663,-11.9,101
64.3,16.2,4.3,2660,2.2,221.6
58.2,9.4,-8.1,4933,12.2,168.7
38.3,23.4,-2.2,5190,9.9,101
63.3,13.6,2.8,3060,-5.9,210.7
61.9,15.1,3.9,5073,11.5,187
65.5,8.9,0.3,4196,27.9,192.2
60.8,16.7,-4.4,4680,-5.4,184.9
45.9,23,-8.7,5972,-15.2,127.3
63.7,13.1,-3.7,2216,-7.2,212.6
71,17.8,-0.1,3510,-6.1,232.6
15.5,28.5,-0.4,3810,-2.9,20.8
48.8,12.3,5.8,3360,20.8,134.9
58.2,3.1,-1.8,3609,-34.6,118.7
65.4,12,-1.7,2550,-22.9,212
65.9,12.4,2.5,2440,0.1,223.1
48.5,19.8,4.9,3200,-11.7,148.8
74.2,10.5,-1.5,2370,2,256.2
59,13.4,-6.1,2740,-3.4,192.1
75,14.4,-0.4,2917,-13.5,254.7
46.7,15.6,7.5,4479,20,124.4
54.4,16.3,-1.1,5850,2.2,156.7
56.1,16.4,-4.3,3780,7.3,176.8
60.4,19.7,1.3,3651,-9.6,194.2
54.4,11.1,-1.4,4000,1.5,162.6
66.3,13.9,0.8,2880,-10.6,224.7
67,15.5,-1,2820,-0.2,230.9
38.5,29.1,3.3,4032,-4.4,105
59.6,9.5,-3.1,3885,-22.9,176.6
66.9,6.2,1,1660,-29.9,162.5
41,17,0.2,3730,11.8,109.6
75.2,12.1,0.2,2770,-12.3,256.4
72.2,11.3,0.7,2620,-7.9,248
58.6,15.5,1,4120,17.5,181.7
66.2,11.4,2.6,2170,-13.2,216.8
67.5,16.4,6.9,4832,13.4,205.5
52.9,15,-2.6,5230,-4.8,153.6
68.4,12.9,8,2800,1.1,228.2
71.6,13.3,-1.3,2670,-1.1,246.2
28,13.4,-8.1,8228,-50.3,39.1
65.2,9,0.3,1690,-35.1,173.8
57.2,13.5,0,3903,14,174.7
61,13.7,-2.4,5410,-2.1,180.9
55.9,1.2,-6.8,1270,-19.1,33.3
39.4,20,0.3,2903,-17.9,106.5
68.5,14.5,2.3,4738,4.4,211.3
62.2,7.5,1.7,2580,-16.7,179.3
64.4,11.8,3,3595,-5.9,209.1
46.2,18.8,-5.3,6655,-21.5,125
53.2,13.3,10.7,4516,4.5,158.1
62.5,12.4,-1.1,1889,13.7,199
46,13.4,-2.5,4008,5.5,120.3
54.4,17.6,1.5,6790,5.2,152.8
61.7,16.7,4,3500,-11.1,201.3
71.3,10.8,0.2,3140,10.9,238.9
61.6,13.8,-1.4,2790,13.1,201
55.5,9.3,4.7,3070,-5.7,163
68.7,13.5,-0.2,3207,0.2,232.2
40.1,15.9,9.4,4790,11.7,102.3
57.1,11.1,2.2,4150,-9.3,171.1
70.5,11.7,-2.1,2759,-9.8,240.2
56.9,11.8,4.4,3890,8,174.9
64,15,3.8,3110,4.2,215.1
52.4,9.3,-1.7,2260,-72.6,84
41.8,8.2,-12.2,2180,-8,77.8
67.4,10.3,-7.3,3093,-33.3,204.7
64.6,10.7,-1.1,2260,-27.4,196.6
62.2,8.8,-0.3,3300,-6.5,191.6
50.5,16.6,-9.1,1539,-21.2,149
63,10.9,-2.1,2310,-6.9,202
73,15.5,-2.7,1763,-6.3,260.2
61.3,9.4,-7.1,2903,-3.4,190
67,7.9,-6.4,2270,-3.1,208.2
57.4,20.5,-1.1,4010,6.3,177.8
65.6,15.7,3.6,3380,-10.5,217.9
45.6,6,-1.9,2260,-10,80.1
46.2,11.6,4.1,1390,-19.7,104.4
66.2,6.6,-4.1,2150,-48.4,144.5
59.3,13.3,-6.3,3569,-3.8,189.6
53.4,18.1,-1.1,2230,-13.3,172.6
59.8,2.9,-4.4,1970,-57,57.6
51.7,11.7,-3.5,3766,5.7,151.5
61.2,16.2,3.1,4620,20.8,186.2
60.4,6.8,-8.8,1740,-10.6,152.6
40.2,16.9,-1.6,3440,4.4,107.1
47.3,20.3,2.5,7010,-0.1,128.6
73.4,10,0.2,2530,-9.6,248.2
57.1,12.5,-1.9,3872,-8.6,172.8
28.1,19.3,-5.9,2530,9.3,55.8
51.8,23.2,-0.3,8270,1.7,135.2
56.6,19.6,0.8,2847,-5.7,188.4
48.7,28.3,-1.4,8380,-1.3,127.4
47.6,20.7,0.3,5980,3,133
43.8,17.1,3.5,4144,22.4,116.2
60.7,16.1,7.4,1662,5.9,204.6
54.4,9.8,-0.5,3660,-22.3,153.8
10.5,37.2,-2.7,2710,-6.1,10.7
32.5,26.4,2.6,3491,4.1,81.4
68.2,11.5,5.4,2930,-0.1,230.4
54.4,14.2,-3.8,3130,-0.6,171.4
37.5,15.1,-1.2,3550,11.3,89.8
76.7,12.8,3.8,3100,2.5,263.9
10.3,35.1,-1.7,2712,-1.7,10.1
59,5.9,-0.9,2180,-3.3,146.8
48.6,12.5,-0.9,2460,-11.3,134.7
53.8,9.2,5.1,2990,-1.9,153.6
65.9,17.1,15.6,4253,21.5,205.2
57.1,3.5,1.8,1270,0.3,83.6
61.9,16.4,-0.1,3420,10.4,201.7
65.1,13.4,3.8,3270,-3.6,217.2
61.5,17.2,-2.7,2670,1.8,207.3
60.8,11.2,4.2,6913,15.3,172
59.4,9.3,5.8,4499,20.1,174.3
52.8,9.6,-1.3,3114,13.6,147.5
73.3,10.3,1.5,2620,-2.4,251.1
48.3,5.8,4.2,1670,11.3,79.5
39.1,16.3,-5.8,3180,-5.9,100.3
64.1,6.9,-2.2,1680,-17.1,166.3
13.9,27.1,-2.6,3344,-3.3,16.2
44.1,6.9,0,2690,-27.8,80.6
