BallSpeedMPS,VerticalLaunchAngleDeg,HorizontalLaunchAngleDeg,SpinRateRPM,SpinAxisDeg,MaxHeightDistanceM
12.9,26.8,-3,2580,-4.7,7.3
72.5,10,1.9,2808,-23.9,156.4
58.1,11,4.5,3430,0.8,118.5
61.1,11.2,3.4,2290,23.2,114.3
67.5,8,1.7,1930,-19.8,121.9
49.7,11.2,-1.4,2470,-17.6,79.2
72.5,15.7,0.8,3687,6.8,166.8
23.4,18.1,1.4,6430,8.8,27.7
67,11.5,-0.9,2260,-5.9,143.1
63.8,16,2.2,3220,2.5,142
65.7,12.7,4.1,2490,-14.7,141.2
77,17.2,2,2770,-7.8,183.3
57.2,17,-1,4250,14.7,115.8
54.6,21.9,-7,5756,3.7,103.7
30.4,24.4,-10.8,6910,-9.8,39.7
55,11.8,7.1,3060,20.6,102.2
47.5,30.1,-3.7,8590,-8.6,83.5
41.5,20.3,-3,6050,-11.4,68
63.3,12.1,-5.4,2690,-3.9,135
65.7,13.4,9.7,2830,2.5,146.7
55.8,0.2,-1.6,2893,-17.4,19
59.2,14.9,7.9,3429,8,125.6
66.5,14.2,5.3,3339,4.5,150.1
30.2,15.2,6.8,2520,4,30.9
64.7,11,-6.7,3430,8.1,139.5
57.4,2.5,-0.1,4227,19.4,80.1
67.5,8.4,1.1,3138,2.7,147.1
68.7,16.6,-0.3,3940,-2.5,154.4
15.5,30.3,-26,3970,-27.8,11.2
61.5,12.1,4.7,2192,-14.6,121.1
44.7,23.7,2.2,5260,-2,80.4
65.8,1.3,-2.8,1880,-63.5,17.8
64.6,15.8,2.1,3560,-2.3,144
51.2,14.7,6.3,5984,10.1,94.3
47.3,0.4,-5.7,1810,-17,4.3
53.7,18.4,-3,3450,-1.7,110.4
29.3,17,-2.3,3359,-47.9,28.3
54.7,17.6,-7.2,2618,-3.7,112.3
64.1,11.4,0.6,1510,2,121.7
58.2,17.8,-0.1,4189,3.3,122
62.7,11.8,0.7,4210,6.5,132.1
36.8,31.5,7.1,4090,1.1,60.9
67.7,13.7,1.9,1840,-32.9,133.1
49,23,4.3,5486,1.3,91.2
61.9,5.4,-5.3,1530,-16.6,78.5
55.8,1,-6,1720,-21.2,17.8
68.7,11,2.9,2120,-6.6,146.2
59.6,11.1,7.7,1935,-20.7,105
70.6,8,5.5,1680,-17.3,131.2
55.6,14.1,-7.6,4210,-5.1,112.2
36.1,21.5,0.8,2259,-0.6,53.9
70.9,11.2,-2.2,2677,-13.5,158.5
68.7,12.1,1,2802,-8.7,154.6
61,10.5,-2.3,3690,10,126.9
66.6,12.3,2.1,2463,0.1,146
44.4,29.3,-3.6,6285,-10.5,78.1
52.2,20.8,4.8,4610,21.2,100.2
63.2,11.6,6.1,2560,-10.6,131.4
62.9,12.3,1.8,4090,8.9,133.2
65.9,13.4,0,2590,1.9,145.5
53.2,13.6,-1.8,2447,-4.4,99.7
65.9,7.2,-7.7,1830,-18.1,110.6
66.6,13.6,-1.2,2590,-5.6,148.8
67.4,16.5,-2,3770,-2.7,151.5
28.2,20.9,-22,6870,-34.6,30.2
12,29.5,-1.4,3824,0.4,6.8
64.6,12.2,-3.8,4500,-2.5,138.9
71.6,12.9,-0.1,2490,-7.7,162.1
60.6,7.8,3.1,1870,15.6,95.5
57,16.6,-1.9,4333,4.2,116.1
64.5,13.2,-1.6,2880,-17.2,138.9
55.7,4.6,8.4,5342,44.2,65.3
72.3,13.9,0,2680,-0.8,168.1
50.5,16.3,-4.7,3810,-28.9,91
61.7,15.3,7.1,3180,5,135
77.5,12.3,0.2,2940,0.1,185.4
71.9,10.2,2.4,2170,-11.3,155.2
67.4,11.8,2.9,2334,-33.5,130.4
63,10.8,6.1,2020,-11.8,120.9
56.8,19.7,2.1,7540,4.2,107.4
58.2,13.3,-3.2,3176,5.5,120.9
67,12.5,3.3,2539,-4.4,148.5
58.6,9.9,-0.4,2540,-49.4,80.8
66.8,11.2,0.7,2480,-14.4,141.7
65.5,9.8,1.3,2730,12,137.3
62.6,12.8,-0.9,2213,-21.9,123.9
48.1,19.9,3.3,7271,-8.7,85.2
71.7,13.8,0.1,3310,10.4,161.6
63.8,9.9,4.3,2982,4.1,134.9
52.6,5.6,2.1,2540,11.7,68.5
25.8,15.3,-7.6,4390,-2.7,22.5
70.7,16.8,-1.3,3140,-12.8,162.5
72,13.3,0.4,1920,-5,162.2
38,11.2,8.5,10507,-9.9,14.3
41.3,14.8,-8.4,4846,-0.2,64.8
58.9,13.2,-4.9,3557,12.9,120.8
49.9,23.6,0.1,5170,-6.4,95
72.4,13.1,1.4,3160,4.1,168.8
59,16.4,1.5,2140,13.5,121.7
55,10.7,1.6,4673,6.2,106.3
43.4,34.4,-10,8690,7.3,73.4
36.8,20.8,6.1,4773,14.3,54.1
67.8,12.4,-3.4,2939,-19.7,148.2
58.7,6.6,-12,4321,8.2,103.2
54.5,19.5,-8.3,3520,-10,112.5
62.8,8.8,2.4,1870,-31.9,98.7
55.1,16,0.2,4350,-2.5,111.2
17.2,14.9,-0.6,2310,-10.5,8.5
64,12.7,0.4,2750,-17.4,135.6
57.9,10.5,-6.6,3210,-12,114.3
73.9,10.9,-1.8,2684,10.6,168.4
59.8,10.2,-5,4840,2.5,116.8
63.9,14.2,9.4,3340,8.9,140.8
73.6,13.1,-1.8,2444,0.2,170.7
59.3,15.7,1.4,3140,16.9,123.6
64.1,8.2,-0.5,2030,-14.4,114.4
64.7,11.8,1.5,3237,-16.9,138.7
64.6,14.2,0.7,3428,7.8,143.1
63.9,11.9,2,2690,-11.4,135.5
67.1,6.4,1,1640,-4.8,111.2
61.7,14.7,0.9,2810,-8.5,133.6
25.3,19.7,-2.8,10228,16.9,36.5
65.2,7.4,0.7,2807,-0.5,123.2
50,17.1,2.6,3830,-4.6,96.5
57.6,8.7,1.3,2269,-13,96.4
64.9,13.8,1,2770,-12.1,142.4
37.8,12,-5.8,2070,-22.3,41.6
65.4,19.3,-3.8,3253,1.7,148.9
64.8,13.5,1.1,3140,-20.3,139.5
64.6,18,5.8,3850,12.3,141.6
66.3,14.4,2.3,2800,3.9,149.7
44.3,34,-6.3,6100,-9.7,77.6
36.2,16.3,-12.5,4540,-40.1,43.9
43.4,4.9,-1,2150,-56.3,22.6
71.9,12.1,-2.5,2320,-3.8,162.6
50,16.7,4.5,3620,-2.1,96.3
56.8,15.2,1.7,6410,1.5,109.9
65.6,17.5,-0.6,6020,1.7,132.8
49,23.5,-0.8,6020,-1.2,91.1
44.6,19.3,5.2,6929,7.3,75.8
66.2,12.3,0.9,2640,-12.4,143.9
73,10.8,-0.1,3480,-8.1,165.5
65.6,11,4.1,1940,-39.2,111.9
55.1,9.5,-11.5,3874,-19.2,99
60.6,11.3,6.7,3504,-1.3,127.7
59.4,15.3,1.8,3950,9.6,124.4
60.3,14.5,-0.6,4960,-5.7,123.1
74.2,14.9,-5.4,2140,-18.3,169.3
65.2,11.1,4,2144,6.4,133.8
61.4,12,0.4,2500,-8.4,125.6
53.3,10.9,8.8,1930,22.4,81.5
63.7,7.7,0.7,2000,-9.5,111.8
70.2,8,0.9,1740,-49.3,99.2
67.4,12,0,2020,-40.4,120.9
74.3,11.1,-0.4,1942,-2.4,164.8
42.4,14.6,4.7,2460,4.5,64.7
75.5,12.1,-0.1,3890,-17.5,168.3
73.5,11.9,1.2,3120,7.9,170.1
55.4,16.6,-2.3,6200,-3,106.6
70.2,11.5,0.5,3021,-6.8,160
48,11.9,-4.4,4417,10.1,77.5
68.9,12.9,-2.2,2820,-6.7,156.6
58.5,13.7,-4.6,3480,7.2,122.5
57.1,12.5,-1.9,3534,-7.3,111.1
60.8,12,2.9,2490,-4.8,124.1
68,11.9,2.2,3170,-3.2,153.6
50.2,20,2.2,3320,13,98.6
11.3,35.2,1.9,2930,-3.6,6.6
68.8,8.1,0.9,1890,-21.2,125.4
61.3,20.3,1.6,5270,18.6,123.9
53,16.5,-1,3979,-18.6,103
67.4,10.2,-0.2,1760,4.1,133.4
72.8,13,1.3,1900,-4.7,163.5
64,19.5,-2.9,3540,7.3,141.6
68.8,4.8,-0.5,1200,-7.8,95.3
17.6,41,-1.9,5120,1.5,16.4
65.3,12.2,-0.8,3162,-7.4,144.3
65,14.7,3.6,2683,-3.6,145.3
67.5,13,2.6,2650,0.6,152
50.3,10.3,-3.7,2400,-61.3,52.1
66.8,11.2,2.6,2257,-8.1,141.4
42.5,26.7,1.9,6660,12.7,71.2
62.4,18.5,-0.1,5208,14,128.1
67.2,11,-0.9,2150,-12.1,139.3
54.5,5,-9.3,2560,-18.1,69.7
69.5,12.9,2.6,2560,-2.6,158.1
62.2,16.2,6.2,3620,4,136.2
16.8,14.9,-4.3,1994,-17.5,8
71,14.3,-0.8,3380,-6.9,162.9
61.4,14.1,-1.1,3920,8.5,131.4
64.7,13.2,5.4,3870,9.2,140.5
72.1,15.9,2.4,1426,-16.4,160.5
56.9,8.3,-4,2680,-5.1,101
74.2,8.2,4.9,3763,-19.5,164.5
60.6,15.4,3.3,3290,6.8,131
58.3,7.8,3.7,2480,9.6,100.3
31.9,34.8,-6.4,3382,-19.8,47.8
63.8,8.3,-4.7,2074,-69.7,63
67.4,13.4,1.4,2710,-18.3,147.8
59.7,14.7,-3,3784,-4.2,126.5
25.5,15.1,24.4,5110,44.7,19.3
54.2,6.1,1.8,2881,16.7,80.9
69.4,6.6,-5.6,2150,-7.7,132.7
58.2,19.9,5.9,4430,-6.2,117.8
67.3,4.2,1,3847,13,138.8
65,13.5,7,3793,15,141.3
41.9,12.4,3.9,1610,10.4,51
61.5,12,2.7,3565,-5.2,131.2
67.7,10,0.2,2360,-26.1,132.8
52,7.7,3.7,3059,27.1,82.4
47.9,16.2,-5.4,3290,2.5,88.6
51.1,9,9.1,7336,15.1,86.9
34.4,36,10.8,4307,7.6,54.4
64.6,13.7,0.5,3500,1.8,141.9
57.9,16.3,3.4,5140,23,113.2
64.9,12.4,-1.8,2650,-26.2,132.4
72.8,16.4,-1.9,2600,-1.7,169.6
59.8,15.3,2.1,3640,6.1,127.9
73.2,11.4,1.3,2387,5.3,166.2
40.9,12.9,7.9,2040,26.1,50.2
53.6,1,5,4035,26.4,52.1
12.1,37.1,-2.5,3130,-3.3,7.7
11.6,27.6,3.3,3140,-2,6
69.1,8.1,1.8,2170,-24.3,129.2
63.5,7.5,1.9,4309,-8.4,132.1
65.7,12.6,6.3,2470,-3.5,143.3
48.1,1.1,1.7,2220,-51.2,8.5
55.9,16.8,0.2,6060,4.7,108.3
64.3,6.1,-1.4,1350,-54,62.2
65,15.6,-4.2,2740,-5.9,146.2
63.8,9.8,1.2,1890,-26.7,110.1
51.4,18,2.2,2100,13.5,97.5
59,9.7,3.5,4678,6.3,119
58.1,6.3,-1.6,2070,-21.1,79.6
63.9,12.8,0.3,2518,-21,131.8
57,12.9,-5,1312,4.8,98.4
60.3,13.8,9.7,2610,23.5,120.6
32.3,23.8,22,6810,25.3,43.1
68.9,8.9,2.2,3985,-3.2,152.9
54.2,4.9,4.9,2574,31.2,59.3
74.4,19.9,3.3,4120,2.3,165.7
69.6,14.4,1.8,3520,-10.4,156
71.6,13.9,1.9,2289,-14.9,162.6
58,9.9,-2,4345,-2.9,115.3
33.1,26.3,0.7,6865,-2.1,48
50.6,19.1,1.5,5347,-0.4,96.4
55.4,14.5,-3.7,3220,1,112.8
51.2,5.5,-3.1,2230,-36.9,48.5
72.1,12.3,2,2530,4.1,166.2
71.4,14.5,0.1,2280,5.2,165.5
74.5,11.2,0.7,2870,-1.2,173.7
59.5,17.7,2.7,3950,23.4,122.4
54.4,24.8,2.3,7100,1.5,102.6
54.7,14.9,-3.6,4520,-7.9,108.6
61,14,0.7,3191,2.1,131
60.1,14.7,-4.5,3630,-2.6,127.2
65.9,15.8,-2.8,3658,-1.4,146.6
56.2,16.6,8.9,2010,10,111.8
72.6,13.5,-2,1830,-0.1,163.3
68.5,15.1,1.3,2530,4.6,157.3
49.9,6.9,-1.6,1592,-23.9,48.4
59.1,14.3,4.5,1920,-16.4,114.3
73.7,15.1,-3.2,3300,-18.2,168.4
59,6.8,3.2,3655,-0.2,105.8
73.8,13.2,-1.2,2960,9.2,173
66,11.3,2.1,2240,-36.8,119.6
65,14.7,2.4,1456,-4.9,134.6
61.2,16.9,-0.5,3190,10.8,132.1
62.9,5.7,1.3,1540,-29,77.2
71.5,7.2,-5.5,2370,-5.1,149
66.7,12.5,0.8,2360,-1.2,145.9
66.1,8.4,0.3,3134,-0.2,141.9
70.6,9.4,-1.4,2950,4.3,158.4
77.7,13.9,6.1,2840,-1.2,187.3
58.5,19.4,1.3,4570,19.8,115.7
63.5,17.1,-0.3,3783,3.2,138.2
47.6,28,-0.1,7680,-9.2,82.8
12.4,27.8,-4.8,2770,-2.2,6.9
65.9,11.9,1.2,2475,-16.8,138.7
35.8,19.5,4.2,4200,14.2,51.8
44.2,23.2,2.2,7087,-2,76.8
52.7,21.9,-1.5,7470,-0.8,97.7
62.9,10.2,2.6,2911,-7.4,131.3
74.5,16.2,1.3,2200,-13.8,172.7
61,11.2,0.3,3050,7.4,127.2
62,12.6,-0.4,5525,11.2,125.9
62.4,14.2,-0.6,2245,-2.5,132.7
76.7,12.2,0.6,2070,2.5,177.6
61.9,17,2.5,2901,-1.2,137.6
63.2,13.4,-0.5,2310,-30.3,122.9
54.4,21.6,-2.1,5860,-9.3,105.3
39.9,18.4,-8.4,3120,-37.8,57
54.6,16.5,-1.1,4840,-2.7,108.7
42.9,20,1.1,4560,11,73.8
65.7,14.7,3.5,3850,13.4,143.1
71.5,11,-1.3,3040,4.9,162.8
77.1,17.6,0.2,3860,-10.1,175.3
68.2,11.8,2.2,2100,-9,145.5
61.9,15.5,-1.4,3100,-6.5,135.9
49.7,13.9,-3.4,4030,0.8,86
53.6,14,7.9,5386,16.5,93.5
48.1,18.9,2.9,7405,-6.9,84.9
11.6,29.8,-0.7,3253,1.4,6.3
60.9,6.1,-5.7,3919,-2,121.6
55.1,16.2,9,2570,9,111.1
12.1,35.2,-2.9,4210,-1.4,7.5
57.2,9.4,-5.4,1350,17.2,84.1
64.8,14.4,5.5,3180,-2.8,145
71.6,11.9,-1.2,2280,-8.6,160.1
70.3,16.5,-2.5,3600,-12.9,158.6
59.2,8.7,4.9,2090,5.3,101.5
76.8,14.9,3.6,3477,9.6,177.3
54.6,5.2,3.7,2430,-17.7,72.1
59.3,20.3,0.9,3468,-6.9,128.3
62.1,11,2.3,2230,-18.7,118.9
23,7.5,-5.8,2810,-51.9,8.3
57.1,17.5,1,4185,7.2,118.3
51.7,20.4,2.4,6160,5,97.7
54.2,23.3,1.6,6000,9.8,104.2
14.6,49.1,4.6,3050,9.6,12
47.2,26.4,-2,8660,-0.5,82.5
35.5,17.8,6.7,3160,-1.4,49.6
61,15.1,2.2,3333,8.3,130.6
35.2,25.2,0.2,4810,-1,54.2
59.1,0.7,-9.8,2650,-30.7,30.3
55.9,16.2,0.4,4014,10.2,114.2
53.8,18.2,1.5,4080,-3.5,108.8
24.7,40.4,-4.8,2501,-12,31.5
77.7,14.8,8,2650,2,188.1
38.2,14.2,2.3,1980,-0.6,48
60.4,13.5,1.6,3410,-9,128.4
62.1,20.6,0,5421,-3.9,127.1
50.1,10.6,-4.1,3700,-16.5,86.3
64.7,18.2,3.7,5384,7.2,134.4
33.1,15.1,-4.8,3440,2.7,39.4
40.3,15.6,-1.9,3120,-10.3,60.9
29.8,17.8,-19.4,11608,4.3,13.9
56.7,10.6,-2.2,3470,-10.8,111.3
67.5,13.4,3,2880,-2.7,153.2
76.9,16.7,0.4,2450,-17.8,180.9
64.9,11.1,3.7,2340,-11.2,133.7
37.6,31.7,6.5,5890,12.7,61
66.3,5.9,-6.7,2796,-1.1,131.7
58.8,10.1,-3.8,3120,-32.6,103.7
61,11.4,8.6,2530,5.5,123.8
62.8,13.7,4.6,2840,-19.8,130.9
68.3,19.5,-1.2,3076,-7.1,157.2
56.9,14.7,-2.3,3545,-5.4,117.9
66.9,11.1,-1.8,2190,-30.9,127.4
47.8,12.8,-2.9,2852,-17,75.3
11.7,29.6,-2,3559,0.4,6.5
65.6,15.4,3.5,3580,-0.7,147.1
57.4,9.1,-2.4,3692,-2.8,103.3
65.2,15.2,5.4,3120,-4.3,147.1
70.5,10.4,-0.3,2900,1,159.8
29.7,12.6,-7.3,2570,-23,25.8
64.8,14.3,-0.2,3040,-15.6,142.2
56.3,4.2,-5.3,2130,-19.4,60.6
55,0.8,-1,1200,-61.2,6.6
68.6,8.6,2.2,1700,-13.1,128.2
65.9,11.5,0.9,2740,-9,143.3
58.9,10.3,-2.7,2528,4.6,113.5
65.6,10,-5.1,1890,-41.3,105.1
52.1,4.3,-2.9,2444,1.1,48.7
70.6,12.1,-2.4,2404,-3.3,158.7
65.5,10.2,0,2250,-24.9,124.9
58.3,11.9,-3.5,2160,-4.5,110.6
37.3,19.4,-9.2,10457,4.3,18.5
49.3,13.1,3,3320,-6.3,88.9
65.4,14.2,1.4,2250,3.9,143.3
53.3,6.7,-4.4,2960,-8.1,84.5
66.3,13,1.1,2500,-3.8,146.3
62.7,12.7,0.5,6096,17.7,124.4
57,6.7,-4.1,1664,-31.8,60.1
64.3,12.4,1.8,2680,-20.8,133.7
56.6,21.2,3.2,3085,7.5,121.4
67.6,6.2,1.4,1640,-40.8,89.3
62.1,6.2,-5,2148,-9.5,100.7
34.8,19.9,2.4,3770,11.5,49.4
64.2,11.1,-6.8,4139,-0.9,138.8
31.3,20.3,-0.4,8115,2.5,47.4
39.8,22.3,-0.2,5100,4.5,65.7
58.1,20.1,2.6,4780,1.8,119.5
57.4,16.6,0.3,6180,3.3,112
48.3,24.1,10.9,5500,10.7,89.5
59.5,12.8,0.4,2348,9.5,118.9
63.2,13.7,0,3160,2.1,138.9
60.6,12.5,11.1,2660,15.2,123.2
62.8,10.1,-2.5,2400,-42.3,100.8
69.2,5.9,-3.8,4609,-12.4,147.6
72.8,13.6,10,2536,27.6,159.7
50.5,7.2,2.3,2390,-31.8,60.1
59.6,10.2,-1.9,1780,-39.8,87.1
52.2,28.8,-5.9,5984,-21.8,96.7
66.7,9.9,-0.2,3520,-6.1,146.8
63.9,13.3,0.4,2260,-15.2,133.5
58.6,8.8,-5.2,2240,-31.8,89.5
68.6,10.4,-6.4,2625,-6.1,150.5
61.9,11.2,-1.3,1770,-34.7,102.6
57.1,12.7,2.4,2180,12.1,107.1
64.4,14.6,0.1,2840,-7,143
52.1,11.7,0.8,1910,-20.4,80.8
69.4,14.5,0,3620,-11.4,154.6
68.5,8.7,0.4,2010,-19.3,130.7
23.3,12.2,-23.4,6440,-51.5,13.1
68.7,10.2,4.6,2240,-9.7,144.9
65.1,11.3,-5.8,3012,-45,113.6
71.6,14,0,2833,-1.2,165.8
65.8,12.1,5.8,2300,-9.5,139.8
65.8,13.3,2.6,4866,1,140.5
72.8,13.6,0.4,2099,-7,166.6
63.8,15.1,-3.3,3460,-3.2,140.9
65.2,13.1,-0.8,2720,-17.8,138.6
38.2,16.1,3.7,2930,13.4,54.5
66.3,9.7,-1.2,3693,11.1,144.2
50.4,22,-0.1,5844,3.7,93.9
42.2,13.5,-5.9,2670,-27.7,57.8
61.9,19.2,4.4,4820,-1.7,126
45.2,24.9,-5.2,6850,-10.7,79.6
66.2,13.1,-1,3853,-7.5,146.3
53.1,23.5,2.5,5080,-4.7,104.1
65.1,16.7,7.6,3570,10.6,144.7
49.4,5.5,-10.3,3456,20.6,61.3
47.1,23.1,-2.6,5600,3.9,84.7
36.4,31,-24.9,8240,-21.5,56
62.7,16,-3.4,3522,12.2,135
57.2,3.4,-0.8,2130,15.3,59.4
73.1,21.2,3.1,4560,-9.1,157.3
68.6,5.9,-3.5,4493,7.7,147.4
67.3,12.7,7.7,2830,1.7,149.5
53.2,16.4,-1.6,5085,5.3,103.4
60.3,14.8,0,2720,-10.1,128
45.2,21.9,3.5,4130,6.4,83
36.8,17.4,3.7,3338,4.2,53.3
59.5,15.2,0,4433,-1,123.1
38.2,0.8,14,2720,89.1,2.1
60.1,11.2,2.1,3059,5.7,124.3
37.1,16.5,-2.3,3810,8.5,53
68.9,7.8,2.9,1890,-20.1,126.1
55.8,16.1,1,4785,3.6,112.3
62.5,19.8,-0.3,5460,-7,128
46.4,27.8,-3,5775,-10.2,84.1
37.3,6.2,14.1,3540,59.3,20.2
13.3,29.2,-2.8,3910,-1.8,8.3
18.5,17.6,-0.6,5630,3.9,11.5
65.4,8.3,3.9,1700,-14.2,113.6
66,7.2,3.6,1740,-5,113.7
62.6,13.2,-2.3,2928,-10.9,134.6
26.3,17,14,3800,38.5,23
65.4,13.6,5.1,3700,24.6,138.6
34,33.2,11.7,5280,12.1,52.2
62.9,9.3,0.4,2280,-15.7,117.9
65.8,13.7,8.2,2440,0.6,145.4
64.9,9.9,1.7,2650,-9.2,135.2
67.4,18.4,-1.7,5255,-1.1,141.8
66.3,10.5,-3.1,2266,4.1,138.1
16.7,27.4,-0.3,3732,-1.8,12.6
16.9,15.3,-2,2340,-12.3,8.4
25.1,26.6,-3.9,7689,1.1,28.2
47.2,20.6,2.8,3980,3.3,89.3
64.3,16.8,-3.6,4901,-8.3,135.6
59.1,16.6,-4,4990,-8.5,120.1
46.2,25.3,1.1,7997,-0.9,80.7
44.2,21.8,-0.6,4240,4.1,79.9
56.4,16.3,6.3,3630,-2.4,117.5
53.8,11,-3.7,2770,-36.7,83.7
61.2,12.3,-0.8,2860,-21.9,123.2
24.6,12.7,-4.4,3880,-25.3,16.8
63.9,14.4,1,2176,-23.2,131.3
62.7,14,0.8,3900,6,134.4
37.5,27.4,1.3,5610,1.9,60.7
57.4,13,-4.8,2990,-3.5,117
44.1,20.7,4,3980,6.4,79.3
66.9,10.5,1.1,2030,-9.1,135.8
61.2,17.1,-0.7,4460,-10.6,128.9
55.3,14,0.6,3510,-12.9,109.3
59.2,12.8,-0.2,3920,20.7,118.3
53.9,7,0.7,2750,-5.6,87.5
57.7,17.5,0.2,3393,11.1,122.1
66,9.1,1.6,2124,-4.3,130.2
63.2,11.4,3.2,3963,-0.2,136.3
56,21.3,1.4,4205,13.6,114.7
65.3,8.6,1.2,4837,-8.5,137.4
61.6,4.5,-0.5,1530,-40.1,56.1
66.4,8.3,1.6,3870,4.2,139.3
67,14.8,1.9,2880,0.7,153
78.9,10.7,-4.4,2484,-17.5,181.9
58,14.7,-1,3270,2.7,122.3
32.8,7,-4,1480,-82.2,12.5
68.4,13.2,-1.8,3839,15.9,151.3
63,11.3,-0.9,3499,3.5,136.1
12.1,30.8,-1.8,3690,-0.4,7
65.1,8.4,-0.4,3354,7.2,127.9
58.7,17.1,-0.3,1958,16.4,119.9
56.3,8.7,1.6,2820,-21.3,95.6
47.8,20.2,2.3,7064,-7,85
64.9,13.9,0.5,2043,-3.1,139
66.9,7.6,-0.9,1400,-13.8,110.1
69.3,7.1,-3.2,5310,1.3,147.6
46.5,22.5,3.6,5150,-4.8,85.6
65,6.9,-0.7,5164,5,135
55.5,9.5,-7.4,2350,-27.3,86.5
67.6,10.7,0,3106,-15.7,147.3
74.1,14.9,1.1,2640,-5.6,175.2
73.9,13.2,-2.3,2900,14.4,171.6
67.3,13.4,0.5,2710,-30.9,138.9
43.9,11.2,-1.5,1850,-5.4,56.4
13.1,29.2,-1.1,3030,-6.2,7.9
25.9,27.3,5.6,4470,7.1,30.6
32.4,9.3,2.2,1740,-19.8,22.9
57.4,10,-2.2,3560,-6,114.3
63.1,16.1,2.4,4539,4.3,134.6
68.2,10.1,5.8,2080,-11.3,139.6
67.1,11.1,4.2,1980,1.6,138.9
42.3,18.3,-4.6,3030,-4.3,71.7
63.3,16.9,-2.2,5057,13.3,131.4
61.1,16.5,-1.1,2936,-1.7,133.4
62,13.5,-0.2,6908,19.5,120
40.1,22,1.5,6266,9.9,65.4
71.6,12.9,-3.3,2220,-10.4,159.7
65,14.6,4.9,3605,-10.6,143.7
45.8,19.5,0.8,6180,-1.3,80.5
57.5,14.5,1.3,5432,4.4,114.7
70,11.2,0.4,3489,5.4,157.3
63.3,15.7,2.7,4330,15.6,133.6
66.2,12.5,1,2320,-6.5,143.1
59.9,5.4,0.6,1340,1.1,70.9
77.6,9.9,0.4,1940,10.4,172.5
65.2,11.8,-1,2300,-3.9,137.8
64.1,16.7,0.3,4240,8.5,136.7
48.9,23.3,5.4,3191,12.6,95
60,18.8,2,3603,-1.2,129.6
66.4,14,-2.2,3420,7.8,148.3
59.3,18.2,-0.9,7809,12.4,112.9
62.9,14.1,1.4,2920,-13.2,136
66.9,9,-2.3,1973,-9.3,129.6
58.8,13.7,-2.7,4299,-1.3,121.6
17.8,19.5,-0.1,1358,-2.7,11.1
58.1,19.2,0.2,4000,8,122.3
39.6,15.8,0.6,3420,17.7,58.7
50.9,21.8,0.8,6173,2.3,94.7
61.9,15.4,-3.4,3653,13,132.6
64.5,14,-0.2,3020,-16.2,140.5
59.2,11.9,1.3,3060,21.6,116.7
63.7,7.4,-2.5,2682,-19.1,118.4
62.6,17.4,3.8,3930,-7.6,136.1
55.4,17.5,2.2,3960,15.4,112.4
61.1,13.3,-4.1,5260,-5.8,124.5
62.2,15.1,-3.9,3583,5.4,134.1
39.9,27.1,-3.2,6290,-7.7,66.4
72.2,15.4,-2.3,3270,-14,165.8
58,10.7,0.4,3110,0.5,116.3
61.8,0.2,-5.2,1390,-58.4,3
56.3,12.6,-3.5,3819,11.7,111.7
48.7,20.9,-4.8,6065,-8.7,89.5
63.2,18.9,1.6,5555,-3.3,129.8
66.7,11.9,3.8,3652,7.8,148.1
57.9,0.2,-4,1540,-52,2.3
41.3,34.4,12.1,8050,13.2,68.6
64.2,9.7,6.5,2590,-0.9,132.5
75.7,8.9,0.8,2480,-3.3,171.7
37.2,25.8,2.9,5830,-1.2,59.3
55.5,1.9,8.7,3842,22.4,68.8
53.5,22.2,6.6,6760,19.9,99.3
64.9,10.4,1.5,2490,-16,131.8
71.1,11.3,-2.5,3390,5,161
61,13.9,-7.2,3770,-4.6,129.4
72.5,16.1,1.8,2300,-16,167.8
58.6,13.8,5.2,3473,-4.3,123.3
61,12.3,-1.9,3410,-0.7,130.1
36.8,24.9,-1,4964,2.1,58.5
64.9,15.4,-3,3320,-4.5,145.6
44,5.7,0.4,1210,-37,27.5
66,15.6,3.5,2308,11.5,146.9
44,9.7,-9.7,6392,14.5,65.2
62.8,7.6,-0.8,2080,-17.2,105.8
12.4,27.8,-2,3200,2,7
56.5,9.8,4.9,2556,6,102.2
52.7,6.6,-6.4,2560,-23.4,69.4
65.3,14.4,-1.3,3934,-7.1,143.8
66.3,11.1,5.6,1810,-28.1,122.7
70,11,3.4,2292,-3.5,153.6
63.2,15.8,-0.8,2900,-0.3,139.7
73.9,16.1,-0.7,2390,-6.4,172.5
64.2,6.5,-1.9,710,5.7,83
64.9,11.7,-3.2,2470,-32.6,123.9
41.2,13,-5.6,2702,-9.4,58.2
54.7,18.6,-0.2,5745,15.1,105.4
50.6,4.3,-3.7,2450,-21.6,48.5
61,13.3,3.9,4820,0.5,125.6
65.3,4.8,-1.4,3010,19.3,119.8
67.9,11.9,-0.2,2150,-15.3,143.1
63,15.7,3.3,2566,-7.6,138.5
65.1,6.9,-2.6,700,-48.4,68.8
73,10.8,4.3,2250,4.8,164
12.5,26.2,-4.8,2620,-3.1,6.8
41.4,20.4,1.9,4180,7.6,70.3
36.5,21.5,-1.9,5272,7.3,55.5
76.6,16.5,-0.6,3430,3.6,177.6
68.2,11.8,2.7,2560,-38.9,129.3
68.8,15.4,0,3040,2.1,157.5
66.1,8.9,0.2,2020,-15.4,124.4
64.4,14.3,-1.1,3010,-19.4,139.3
55.5,1.2,-1.2,1490,-22.1,18.9
64.8,14.4,0.7,3396,-9.4,143.9
